 v-sweep         v(vin)          v(vout)        
 4.77000000e-01  4.77000000e-01  1.32696362e+00 
 4.78000000e-01  4.78000000e-01  1.32506746e+00 
 4.79000000e-01  4.79000000e-01  1.32314803e+00 
 4.80000000e-01  4.80000000e-01  1.32120485e+00 
 4.81000000e-01  4.81000000e-01  1.31923737e+00 
 4.82000000e-01  4.82000000e-01  1.31724504e+00 
 4.83000000e-01  4.83000000e-01  1.31522730e+00 
 4.84000000e-01  4.84000000e-01  1.31318354e+00 
 4.85000000e-01  4.85000000e-01  1.31111314e+00 
 4.86000000e-01  4.86000000e-01  1.30901544e+00 
 4.87000000e-01  4.87000000e-01  1.30688978e+00 
 4.88000000e-01  4.88000000e-01  1.30473544e+00 
 4.89000000e-01  4.89000000e-01  1.30255167e+00 
 4.90000000e-01  4.90000000e-01  1.30033770e+00 
 4.91000000e-01  4.91000000e-01  1.29809270e+00 
 4.92000000e-01  4.92000000e-01  1.29581583e+00 
 4.93000000e-01  4.93000000e-01  1.29350619e+00 
 4.94000000e-01  4.94000000e-01  1.29116283e+00 
 4.95000000e-01  4.95000000e-01  1.28878476e+00 
 4.96000000e-01  4.96000000e-01  1.28637093e+00 
 4.97000000e-01  4.97000000e-01  1.28392023e+00 
 4.98000000e-01  4.98000000e-01  1.28143152e+00 
 4.99000000e-01  4.99000000e-01  1.27890355e+00 
 5.00000000e-01  5.00000000e-01  1.27633504e+00 
 5.01000000e-01  5.01000000e-01  1.27372459e+00 
 5.02000000e-01  5.02000000e-01  1.27107076e+00 
 5.03000000e-01  5.03000000e-01  1.26837199e+00 
 5.04000000e-01  5.04000000e-01  1.26562664e+00 
 5.05000000e-01  5.05000000e-01  1.26283295e+00 
 5.06000000e-01  5.06000000e-01  1.25998906e+00 
 5.07000000e-01  5.07000000e-01  1.25709298e+00 
 5.08000000e-01  5.08000000e-01  1.25414256e+00 
 5.09000000e-01  5.09000000e-01  1.25113552e+00 
 5.10000000e-01  5.10000000e-01  1.24806942e+00 
 5.11000000e-01  5.11000000e-01  1.24494162e+00 
 5.12000000e-01  5.12000000e-01  1.24174927e+00 
 5.13000000e-01  5.13000000e-01  1.23848933e+00 
 5.14000000e-01  5.14000000e-01  1.23515847e+00 
 5.15000000e-01  5.15000000e-01  1.23175312e+00 
 5.16000000e-01  5.16000000e-01  1.22826938e+00 
 5.17000000e-01  5.17000000e-01  1.22470302e+00 
 5.18000000e-01  5.18000000e-01  1.22104940e+00 
 5.19000000e-01  5.19000000e-01  1.21730349e+00 
 5.20000000e-01  5.20000000e-01  1.21345972e+00 
 5.21000000e-01  5.21000000e-01  1.20951200e+00 
 5.22000000e-01  5.22000000e-01  1.20545361e+00 
 5.23000000e-01  5.23000000e-01  1.20127709e+00 
 5.24000000e-01  5.24000000e-01  1.19697417e+00 
 5.25000000e-01  5.25000000e-01  1.19253565e+00 
 5.26000000e-01  5.26000000e-01  1.18795121e+00 
 5.27000000e-01  5.27000000e-01  1.18320929e+00 
 5.28000000e-01  5.28000000e-01  1.17829683e+00 
 5.29000000e-01  5.29000000e-01  1.17319905e+00 
 5.30000000e-01  5.30000000e-01  1.16789914e+00 
 5.31000000e-01  5.31000000e-01  1.16237784e+00 
 5.32000000e-01  5.32000000e-01  1.15661304e+00 
 5.33000000e-01  5.33000000e-01  1.15057915e+00 
 5.34000000e-01  5.34000000e-01  1.14424641e+00 
 5.35000000e-01  5.35000000e-01  1.13757999e+00 
 5.36000000e-01  5.36000000e-01  1.13053880e+00 
 5.37000000e-01  5.37000000e-01  1.12307411e+00 
 5.38000000e-01  5.38000000e-01  1.11512767e+00 
 5.39000000e-01  5.39000000e-01  1.10662931e+00 
 5.40000000e-01  5.40000000e-01  1.09749390e+00 
 5.41000000e-01  5.41000000e-01  1.08761746e+00 
 5.42000000e-01  5.42000000e-01  1.07687215e+00 
 5.43000000e-01  5.43000000e-01  1.06510010e+00 
 5.44000000e-01  5.44000000e-01  1.05210603e+00 
 5.45000000e-01  5.45000000e-01  1.03764920e+00 
 5.46000000e-01  5.46000000e-01  1.02039707e+00 
 5.47000000e-01  5.47000000e-01  1.00187177e+00 
 5.48000000e-01  5.48000000e-01  9.80834269e-01 
 5.49000000e-01  5.49000000e-01  9.56914224e-01 
 5.50000000e-01  5.50000000e-01  9.29829236e-01 
 5.51000000e-01  5.51000000e-01  8.99484382e-01 
 5.52000000e-01  5.52000000e-01  8.66052054e-01 
 5.53000000e-01  5.53000000e-01  8.29977554e-01 
 5.54000000e-01  5.54000000e-01  7.91896425e-01 
 5.55000000e-01  5.55000000e-01  7.53046255e-01 
 5.56000000e-01  5.56000000e-01  7.12703956e-01 
 5.57000000e-01  5.57000000e-01  6.72311976e-01 
 5.58000000e-01  5.58000000e-01  6.32341161e-01 
 5.59000000e-01  5.59000000e-01  5.93120726e-01 
 5.60000000e-01  5.60000000e-01  5.54895296e-01 
 5.61000000e-01  5.61000000e-01  5.18442732e-01 
 5.62000000e-01  5.62000000e-01  4.82801384e-01 
 5.63000000e-01  5.63000000e-01  4.48627670e-01 
 5.64000000e-01  5.64000000e-01  4.16089179e-01 
 5.65000000e-01  5.65000000e-01  3.85409034e-01 
 5.66000000e-01  5.66000000e-01  3.56912586e-01 
 5.67000000e-01  5.67000000e-01  3.31053249e-01 
 5.68000000e-01  5.68000000e-01  3.08331303e-01 
 5.69000000e-01  5.69000000e-01  2.89047121e-01 
 5.70000000e-01  5.70000000e-01  2.73075189e-01 
 5.71000000e-01  5.71000000e-01  2.59926069e-01 
 5.72000000e-01  5.72000000e-01  2.49000187e-01 
 5.73000000e-01  5.73000000e-01  2.39769651e-01 
 5.74000000e-01  5.74000000e-01  2.31828748e-01 
 5.75000000e-01  5.75000000e-01  2.24880663e-01 
 5.76000000e-01  5.76000000e-01  2.18710398e-01 
 5.77000000e-01  5.77000000e-01  2.13161047e-01 
 5.78000000e-01  5.78000000e-01  2.08116382e-01 
 5.79000000e-01  5.79000000e-01  2.03293180e-01 
 5.80000000e-01  5.80000000e-01  1.99059162e-01 
 5.81000000e-01  5.81000000e-01  1.95099165e-01 
 5.82000000e-01  5.82000000e-01  1.91392037e-01 
 5.83000000e-01  5.83000000e-01  1.87904097e-01 
 5.84000000e-01  5.84000000e-01  1.84608890e-01 
 5.85000000e-01  5.85000000e-01  1.81484471e-01 
 5.86000000e-01  5.86000000e-01  1.78512507e-01 
 5.87000000e-01  5.87000000e-01  1.75677527e-01 
 5.88000000e-01  5.88000000e-01  1.72966359e-01 
 5.89000000e-01  5.89000000e-01  1.70367705e-01 
 5.90000000e-01  5.90000000e-01  1.67871795e-01 
 5.91000000e-01  5.91000000e-01  1.65470128e-01 
 5.92000000e-01  5.92000000e-01  1.63155260e-01 
 5.93000000e-01  5.93000000e-01  1.60920634e-01 
 5.94000000e-01  5.94000000e-01  1.58760445e-01 
 5.95000000e-01  5.95000000e-01  1.56669526e-01 
 5.96000000e-01  5.96000000e-01  1.54643260e-01 
 5.97000000e-01  5.97000000e-01  1.52677499e-01 
 5.98000000e-01  5.98000000e-01  1.50768508e-01 
 5.99000000e-01  5.99000000e-01  1.48912905e-01 
 6.00000000e-01  6.00000000e-01  1.47107621e-01 
 6.01000000e-01  6.01000000e-01  1.45349858e-01 
 6.02000000e-01  6.02000000e-01  1.43637062e-01 
 6.03000000e-01  6.03000000e-01  1.41966893e-01 
 6.04000000e-01  6.04000000e-01  1.40337198e-01 
 6.05000000e-01  6.05000000e-01  1.38745995e-01 
 6.06000000e-01  6.06000000e-01  1.37191454e-01 
 6.07000000e-01  6.07000000e-01  1.35671881e-01 
 6.08000000e-01  6.08000000e-01  1.34185704e-01 
 6.09000000e-01  6.09000000e-01  1.32731462e-01 
 6.10000000e-01  6.10000000e-01  1.31307794e-01 
 6.11000000e-01  6.11000000e-01  1.29913429e-01 
 6.12000000e-01  6.12000000e-01  1.28547180e-01 
 6.13000000e-01  6.13000000e-01  1.27207936e-01 
 6.14000000e-01  6.14000000e-01  1.25894654e-01 
 6.15000000e-01  6.15000000e-01  1.24606353e-01 
 6.16000000e-01  6.16000000e-01  1.23353849e-01 
 6.17000000e-01  6.17000000e-01  1.22112383e-01 
 6.18000000e-01  6.18000000e-01  1.20893313e-01 
 6.19000000e-01  6.19000000e-01  1.19695863e-01 
 6.20000000e-01  6.20000000e-01  1.18508976e-01 
 6.21000000e-01  6.21000000e-01  1.17353066e-01 
 6.22000000e-01  6.22000000e-01  1.16216546e-01 
 6.23000000e-01  6.23000000e-01  1.15098921e-01 
 6.24000000e-01  6.24000000e-01  1.13999598e-01 
 6.25000000e-01  6.25000000e-01  1.12918013e-01 
 6.26000000e-01  6.26000000e-01  1.11853631e-01 
 6.27000000e-01  6.27000000e-01  1.10805941e-01 
 6.28000000e-01  6.28000000e-01  1.09774455e-01 
 6.29000000e-01  6.29000000e-01  1.08758709e-01 
 6.30000000e-01  6.30000000e-01  1.07758260e-01 
 6.31000000e-01  6.31000000e-01  1.06772682e-01 
 6.32000000e-01  6.32000000e-01  1.05801569e-01 
 6.33000000e-01  6.33000000e-01  1.04844534e-01 
 6.34000000e-01  6.34000000e-01  1.03901202e-01 
 6.35000000e-01  6.35000000e-01  1.02971218e-01 
 6.36000000e-01  6.36000000e-01  1.02054239e-01 
 6.37000000e-01  6.37000000e-01  1.01149935e-01 
 6.38000000e-01  6.38000000e-01  1.00257990e-01 
 6.39000000e-01  6.39000000e-01  9.93781013e-02 
 6.40000000e-01  6.40000000e-01  9.85099761e-02 
 6.41000000e-01  6.41000000e-01  9.76533333e-02 
 6.42000000e-01  6.42000000e-01  9.68079021e-02 
 6.43000000e-01  6.43000000e-01  9.59734217e-02 
 6.44000000e-01  6.44000000e-01  9.51496405e-02 
 6.45000000e-01  6.45000000e-01  9.43363161e-02 
 6.46000000e-01  6.46000000e-01  9.35332145e-02 
 6.47000000e-01  6.47000000e-01  9.27401097e-02 
 6.48000000e-01  6.48000000e-01  9.19567836e-02 
 6.49000000e-01  6.49000000e-01  9.11830253e-02 
 6.50000000e-01  6.50000000e-01  9.04186311e-02 
 6.51000000e-01  6.51000000e-01  8.96634038e-02 
 6.52000000e-01  6.52000000e-01  8.89171527e-02 
 6.53000000e-01  6.53000000e-01  8.81796933e-02 
 6.54000000e-01  6.54000000e-01  8.74508468e-02 
 6.55000000e-01  6.55000000e-01  8.67304400e-02 
 6.56000000e-01  6.56000000e-01  8.60183053e-02 
 6.57000000e-01  6.57000000e-01  8.53142800e-02 
 6.58000000e-01  6.58000000e-01  8.46182063e-02 
 6.59000000e-01  6.59000000e-01  8.39299313e-02 
 6.60000000e-01  6.60000000e-01  8.32493065e-02 
 6.61000000e-01  6.61000000e-01  8.25761877e-02 
 6.62000000e-01  6.62000000e-01  8.19104350e-02 
 6.63000000e-01  6.63000000e-01  8.12519125e-02 
 6.64000000e-01  6.64000000e-01  8.06004880e-02 
 6.65000000e-01  6.65000000e-01  7.99560332e-02 
 6.66000000e-01  6.66000000e-01  7.93184232e-02 
 6.67000000e-01  6.67000000e-01  7.86875366e-02 
 6.68000000e-01  6.68000000e-01  7.80632553e-02 
 6.69000000e-01  6.69000000e-01  7.74454643e-02 
 6.70000000e-01  6.70000000e-01  7.68340519e-02 
 6.71000000e-01  6.71000000e-01  7.62289091e-02 
 6.72000000e-01  6.72000000e-01  7.56299298e-02 
 6.73000000e-01  6.73000000e-01  7.50370106e-02 
 6.74000000e-01  6.74000000e-01  7.44500510e-02 
 6.75000000e-01  6.75000000e-01  7.38689529e-02 
 6.76000000e-01  6.76000000e-01  7.32936204e-02 
 6.77000000e-01  6.77000000e-01  7.27239605e-02 
 6.78000000e-01  6.78000000e-01  7.21598821e-02 
 6.79000000e-01  6.79000000e-01  7.16012965e-02 
 6.80000000e-01  6.80000000e-01  7.10481171e-02 
 6.81000000e-01  6.81000000e-01  7.05002595e-02 
 6.82000000e-01  6.82000000e-01  6.99576411e-02 
 6.83000000e-01  6.83000000e-01  6.94201815e-02 
 6.84000000e-01  6.84000000e-01  6.88878019e-02 
 6.85000000e-01  6.85000000e-01  6.83604255e-02 
 6.86000000e-01  6.86000000e-01  6.78379774e-02 
 6.87000000e-01  6.87000000e-01  6.73203842e-02 
 6.88000000e-01  6.88000000e-01  6.68075742e-02 
 6.89000000e-01  6.89000000e-01  6.62994774e-02 
 6.90000000e-01  6.90000000e-01  6.57960252e-02 
 6.91000000e-01  6.91000000e-01  6.52971508e-02 
 6.92000000e-01  6.92000000e-01  6.48027886e-02 
 6.93000000e-01  6.93000000e-01  6.43128744e-02 
 6.94000000e-01  6.94000000e-01  6.38273457e-02 
 6.95000000e-01  6.95000000e-01  6.33461411e-02 
 6.96000000e-01  6.96000000e-01  6.28692005e-02 
 6.97000000e-01  6.97000000e-01  6.23964652e-02 
 6.98000000e-01  6.98000000e-01  6.19278775e-02 
 6.99000000e-01  6.99000000e-01  6.14633813e-02 
 7.00000000e-01  7.00000000e-01  6.10029212e-02 
 7.01000000e-01  7.01000000e-01  6.05464433e-02 
 7.02000000e-01  7.02000000e-01  6.00938946e-02 
 7.03000000e-01  7.03000000e-01  5.96452232e-02 
 7.04000000e-01  7.04000000e-01  5.92003782e-02 
 7.05000000e-01  7.05000000e-01  5.87593099e-02 
 7.06000000e-01  7.06000000e-01  5.83219695e-02 
 7.07000000e-01  7.07000000e-01  5.78883089e-02 
 7.08000000e-01  7.08000000e-01  5.74582814e-02 
 7.09000000e-01  7.09000000e-01  5.70318407e-02 
 7.10000000e-01  7.10000000e-01  5.66089419e-02 
 7.11000000e-01  7.11000000e-01  5.61895407e-02 
 7.12000000e-01  7.12000000e-01  5.57735935e-02 
 7.13000000e-01  7.13000000e-01  5.53610577e-02 
 7.14000000e-01  7.14000000e-01  5.49518916e-02 
 7.15000000e-01  7.15000000e-01  5.45460540e-02 
 7.16000000e-01  7.16000000e-01  5.41435048e-02 
 7.17000000e-01  7.17000000e-01  5.37442042e-02 
 7.18000000e-01  7.18000000e-01  5.33481136e-02 
 7.19000000e-01  7.19000000e-01  5.29551948e-02 
 7.20000000e-01  7.20000000e-01  5.25654104e-02 
 7.21000000e-01  7.21000000e-01  5.21787236e-02 
 7.22000000e-01  7.22000000e-01  5.17950983e-02 
 7.23000000e-01  7.23000000e-01  5.14144990e-02 
 7.24000000e-01  7.24000000e-01  5.10368908e-02 
 7.25000000e-01  7.25000000e-01  5.06622397e-02 
 7.26000000e-01  7.26000000e-01  5.02905119e-02 
 7.27000000e-01  7.27000000e-01  4.99216743e-02 
 7.28000000e-01  7.28000000e-01  4.95556944e-02 
 7.29000000e-01  7.29000000e-01  4.91925405e-02 
 7.30000000e-01  7.30000000e-01  4.88321809e-02 
 7.31000000e-01  7.31000000e-01  4.84745849e-02 
 7.32000000e-01  7.32000000e-01  4.81197222e-02 
 7.33000000e-01  7.33000000e-01  4.77675628e-02 
 7.34000000e-01  7.34000000e-01  4.74180775e-02 
 7.35000000e-01  7.35000000e-01  4.70712374e-02 
 7.36000000e-01  7.36000000e-01  4.67270141e-02 
 7.37000000e-01  7.37000000e-01  4.63853796e-02 
 7.38000000e-01  7.38000000e-01  4.60463066e-02 
 7.39000000e-01  7.39000000e-01  4.57097679e-02 
 7.40000000e-01  7.40000000e-01  4.53757370e-02 
 7.41000000e-01  7.41000000e-01  4.50441877e-02 
 7.42000000e-01  7.42000000e-01  4.47150943e-02 
 7.43000000e-01  7.43000000e-01  4.43884314e-02 
 7.44000000e-01  7.44000000e-01  4.40641740e-02 
 7.45000000e-01  7.45000000e-01  4.37422976e-02 
 7.46000000e-01  7.46000000e-01  4.34227781e-02 
 7.47000000e-01  7.47000000e-01  4.31055915e-02 
 7.48000000e-01  7.48000000e-01  4.27907145e-02 
 7.49000000e-01  7.49000000e-01  4.24781240e-02 
 7.50000000e-01  7.50000000e-01  4.21677973e-02 
 7.51000000e-01  7.51000000e-01  4.18597119e-02 
 7.52000000e-01  7.52000000e-01  4.15538459e-02 
 7.53000000e-01  7.53000000e-01  4.12501774e-02 
 7.54000000e-01  7.54000000e-01  4.09486852e-02 
 7.55000000e-01  7.55000000e-01  4.06493481e-02 
 7.56000000e-01  7.56000000e-01  4.03521453e-02 
 7.57000000e-01  7.57000000e-01  4.00570565e-02 
 7.58000000e-01  7.58000000e-01  3.97640614e-02 
 7.59000000e-01  7.59000000e-01  3.94731401e-02 
 7.60000000e-01  7.60000000e-01  3.91842731e-02 
 7.61000000e-01  7.61000000e-01  3.88974412e-02 
 7.62000000e-01  7.62000000e-01  3.86126251e-02 
 7.63000000e-01  7.63000000e-01  3.83298063e-02 
 7.64000000e-01  7.64000000e-01  3.80489662e-02 
 7.65000000e-01  7.65000000e-01  3.77700866e-02 
 7.66000000e-01  7.66000000e-01  3.74931495e-02 
 7.67000000e-01  7.67000000e-01  3.72181372e-02 
 7.68000000e-01  7.68000000e-01  3.69450322e-02 
 7.69000000e-01  7.69000000e-01  3.66738174e-02 
 7.70000000e-01  7.70000000e-01  3.64044757e-02 
 7.71000000e-01  7.71000000e-01  3.61369903e-02 
 7.72000000e-01  7.72000000e-01  3.58713448e-02 
 7.73000000e-01  7.73000000e-01  3.56075227e-02 
 7.74000000e-01  7.74000000e-01  3.53455082e-02 
 7.75000000e-01  7.75000000e-01  3.50852852e-02 
 7.76000000e-01  7.76000000e-01  3.48268381e-02 
 7.77000000e-01  7.77000000e-01  3.45701515e-02 
 7.78000000e-01  7.78000000e-01  3.43152102e-02 
 7.79000000e-01  7.79000000e-01  3.40619990e-02 
 7.80000000e-01  7.80000000e-01  3.38105032e-02 
 7.81000000e-01  7.81000000e-01  3.35607082e-02 
 7.82000000e-01  7.82000000e-01  3.33125994e-02 
 7.83000000e-01  7.83000000e-01  3.30661627e-02 
 7.84000000e-01  7.84000000e-01  3.28213839e-02 
 7.85000000e-01  7.85000000e-01  3.25782491e-02 
 7.86000000e-01  7.86000000e-01  3.23367447e-02 
 7.87000000e-01  7.87000000e-01  3.20968570e-02 
 7.88000000e-01  7.88000000e-01  3.18585727e-02 
 7.89000000e-01  7.89000000e-01  3.16218787e-02 
 7.90000000e-01  7.90000000e-01  3.13867618e-02 
 7.91000000e-01  7.91000000e-01  3.11532093e-02 
 7.92000000e-01  7.92000000e-01  3.09212083e-02 
 7.93000000e-01  7.93000000e-01  3.06907464e-02 
 7.94000000e-01  7.94000000e-01  3.04618112e-02 
 7.95000000e-01  7.95000000e-01  3.02343903e-02 
 7.96000000e-01  7.96000000e-01  3.00084718e-02 
 7.97000000e-01  7.97000000e-01  2.97840437e-02 
 7.98000000e-01  7.98000000e-01  2.95610942e-02 
 7.99000000e-01  7.99000000e-01  2.93396117e-02 
 8.00000000e-01  8.00000000e-01  2.91195845e-02 
 8.01000000e-01  8.01000000e-01  2.89010015e-02 
 8.02000000e-01  8.02000000e-01  2.86838513e-02 
 8.03000000e-01  8.03000000e-01  2.84681228e-02 
 8.04000000e-01  8.04000000e-01  2.82538051e-02 
 8.05000000e-01  8.05000000e-01  2.80408873e-02 
 8.06000000e-01  8.06000000e-01  2.78293587e-02 
 8.07000000e-01  8.07000000e-01  2.76192088e-02 
 8.08000000e-01  8.08000000e-01  2.74104270e-02 
 8.09000000e-01  8.09000000e-01  2.72030032e-02 
 8.10000000e-01  8.10000000e-01  2.69969269e-02 
 8.11000000e-01  8.11000000e-01  2.67921882e-02 
 8.12000000e-01  8.12000000e-01  2.65887770e-02 
 8.13000000e-01  8.13000000e-01  2.63866836e-02 
 8.14000000e-01  8.14000000e-01  2.61858981e-02 
 8.15000000e-01  8.15000000e-01  2.59864109e-02 
 8.16000000e-01  8.16000000e-01  2.57882125e-02 
 8.17000000e-01  8.17000000e-01  2.55912934e-02 
 8.18000000e-01  8.18000000e-01  2.53956444e-02 
 8.19000000e-01  8.19000000e-01  2.52012562e-02 
 8.20000000e-01  8.20000000e-01  2.50081198e-02 
 8.21000000e-01  8.21000000e-01  2.48162261e-02 
 8.22000000e-01  8.22000000e-01  2.46255662e-02 
 8.23000000e-01  8.23000000e-01  2.44361313e-02 
 8.24000000e-01  8.24000000e-01  2.42479127e-02 
 8.25000000e-01  8.25000000e-01  2.40609018e-02 
 8.26000000e-01  8.26000000e-01  2.38750900e-02 
 8.27000000e-01  8.27000000e-01  2.36904691e-02 
 8.28000000e-01  8.28000000e-01  2.35070305e-02 
 8.29000000e-01  8.29000000e-01  2.33247661e-02 
 8.30000000e-01  8.30000000e-01  2.31436677e-02 
 8.31000000e-01  8.31000000e-01  2.29637273e-02 
 8.32000000e-01  8.32000000e-01  2.27849369e-02 
 8.33000000e-01  8.33000000e-01  2.26072885e-02 
 8.34000000e-01  8.34000000e-01  2.24307744e-02 
 8.35000000e-01  8.35000000e-01  2.22553869e-02 
 8.36000000e-01  8.36000000e-01  2.20811182e-02 
 8.37000000e-01  8.37000000e-01  2.19079609e-02 
 8.38000000e-01  8.38000000e-01  2.17359074e-02 
 8.39000000e-01  8.39000000e-01  2.15649504e-02 
 8.40000000e-01  8.40000000e-01  2.13950824e-02 
 8.41000000e-01  8.41000000e-01  2.12262964e-02 
 8.42000000e-01  8.42000000e-01  2.10585850e-02 
 8.43000000e-01  8.43000000e-01  2.08919412e-02 
 8.44000000e-01  8.44000000e-01  2.07263579e-02 
 8.45000000e-01  8.45000000e-01  2.05618282e-02 
 8.46000000e-01  8.46000000e-01  2.03983452e-02 
 8.47000000e-01  8.47000000e-01  2.02359020e-02 
 8.48000000e-01  8.48000000e-01  2.00744920e-02 
 8.49000000e-01  8.49000000e-01  1.99141084e-02 
 8.50000000e-01  8.50000000e-01  1.97547447e-02 
 8.51000000e-01  8.51000000e-01  1.95963942e-02 
 8.52000000e-01  8.52000000e-01  1.94390505e-02 
 8.53000000e-01  8.53000000e-01  1.92827072e-02 
 8.54000000e-01  8.54000000e-01  1.91273579e-02 
 8.55000000e-01  8.55000000e-01  1.89729964e-02 
 8.56000000e-01  8.56000000e-01  1.88196163e-02 
 8.57000000e-01  8.57000000e-01  1.86672116e-02 
 8.58000000e-01  8.58000000e-01  1.85157761e-02 
 8.59000000e-01  8.59000000e-01  1.83653037e-02 
 8.60000000e-01  8.60000000e-01  1.82157885e-02 
 8.61000000e-01  8.61000000e-01  1.80672246e-02 
 8.62000000e-01  8.62000000e-01  1.79196061e-02 
 8.63000000e-01  8.63000000e-01  1.77729270e-02 
 8.64000000e-01  8.64000000e-01  1.76271818e-02 
 8.65000000e-01  8.65000000e-01  1.74823646e-02 
 8.66000000e-01  8.66000000e-01  1.73384699e-02 
 8.67000000e-01  8.67000000e-01  1.71954920e-02 
 8.68000000e-01  8.68000000e-01  1.70534253e-02 
 8.69000000e-01  8.69000000e-01  1.69122645e-02 
 8.70000000e-01  8.70000000e-01  1.67720039e-02 
 8.71000000e-01  8.71000000e-01  1.66326383e-02 
 8.72000000e-01  8.72000000e-01  1.64941623e-02 
 8.73000000e-01  8.73000000e-01  1.63565705e-02 
 8.74000000e-01  8.74000000e-01  1.62198578e-02 
 8.75000000e-01  8.75000000e-01  1.60840190e-02 
 8.76000000e-01  8.76000000e-01  1.59490488e-02 
 8.77000000e-01  8.77000000e-01  1.58149423e-02 
 8.78000000e-01  8.78000000e-01  1.56816943e-02 
 8.79000000e-01  8.79000000e-01  1.55492998e-02 
 8.80000000e-01  8.80000000e-01  1.54177538e-02 
 8.81000000e-01  8.81000000e-01  1.52870515e-02 
 8.82000000e-01  8.82000000e-01  1.51571880e-02 
 8.83000000e-01  8.83000000e-01  1.50281584e-02 
 8.84000000e-01  8.84000000e-01  1.48999579e-02 
 8.85000000e-01  8.85000000e-01  1.47725819e-02 
 8.86000000e-01  8.86000000e-01  1.46460255e-02 
 8.87000000e-01  8.87000000e-01  1.45202841e-02 
 8.88000000e-01  8.88000000e-01  1.43953531e-02 
 8.89000000e-01  8.89000000e-01  1.42712279e-02 
 8.90000000e-01  8.90000000e-01  1.41479040e-02 
 8.91000000e-01  8.91000000e-01  1.40253768e-02 
 8.92000000e-01  8.92000000e-01  1.39036419e-02 
 8.93000000e-01  8.93000000e-01  1.37826949e-02 
 8.94000000e-01  8.94000000e-01  1.36625314e-02 
 8.95000000e-01  8.95000000e-01  1.35431470e-02 
 8.96000000e-01  8.96000000e-01  1.34245374e-02 
 8.97000000e-01  8.97000000e-01  1.33066983e-02 
 8.98000000e-01  8.98000000e-01  1.31896255e-02 
 8.99000000e-01  8.99000000e-01  1.30733148e-02 
 9.00000000e-01  9.00000000e-01  1.29577620e-02 
 9.01000000e-01  9.01000000e-01  1.28429630e-02 
 9.02000000e-01  9.02000000e-01  1.27289136e-02 
 9.03000000e-01  9.03000000e-01  1.26156098e-02 
 9.04000000e-01  9.04000000e-01  1.25030476e-02 
 9.05000000e-01  9.05000000e-01  1.23912230e-02 
 9.06000000e-01  9.06000000e-01  1.22801319e-02 
 9.07000000e-01  9.07000000e-01  1.21697705e-02 
 9.08000000e-01  9.08000000e-01  1.20601349e-02 
 9.09000000e-01  9.09000000e-01  1.19512211e-02 
 9.10000000e-01  9.10000000e-01  1.18430253e-02 
 9.11000000e-01  9.11000000e-01  1.17355438e-02 
 9.12000000e-01  9.12000000e-01  1.16287727e-02 
 9.13000000e-01  9.13000000e-01  1.15227083e-02 
 9.14000000e-01  9.14000000e-01  1.14173469e-02 
 9.15000000e-01  9.15000000e-01  1.13126847e-02 
 9.16000000e-01  9.16000000e-01  1.12087182e-02 
 9.17000000e-01  9.17000000e-01  1.11054436e-02 
 9.18000000e-01  9.18000000e-01  1.10028574e-02 
 9.19000000e-01  9.19000000e-01  1.09009560e-02 
 9.20000000e-01  9.20000000e-01  1.07997358e-02 
 9.21000000e-01  9.21000000e-01  1.06991934e-02 
 9.22000000e-01  9.22000000e-01  1.05993251e-02 
 9.23000000e-01  9.23000000e-01  1.05001276e-02 
 9.24000000e-01  9.24000000e-01  1.04015975e-02 
 9.25000000e-01  9.25000000e-01  1.03037312e-02 
 9.26000000e-01  9.26000000e-01  1.02065254e-02 
 9.27000000e-01  9.27000000e-01  1.01099767e-02 
 9.28000000e-01  9.28000000e-01  1.00140818e-02 
 9.29000000e-01  9.29000000e-01  9.91883740e-03 
 9.30000000e-01  9.30000000e-01  9.82424016e-03 
 9.31000000e-01  9.31000000e-01  9.73028684e-03 
 9.32000000e-01  9.32000000e-01  9.63697418e-03 
 9.33000000e-01  9.33000000e-01  9.54429896e-03 
 9.34000000e-01  9.34000000e-01  9.45225799e-03 
 9.35000000e-01  9.35000000e-01  9.36084809e-03 
 9.36000000e-01  9.36000000e-01  9.27006612e-03 
 9.37000000e-01  9.37000000e-01  9.17990893e-03 
 9.38000000e-01  9.38000000e-01  9.09037344e-03 
 9.39000000e-01  9.39000000e-01  9.00145654e-03 
 9.40000000e-01  9.40000000e-01  8.91315518e-03 
 9.41000000e-01  9.41000000e-01  8.82546632e-03 
 9.42000000e-01  9.42000000e-01  8.73838693e-03 
 9.43000000e-01  9.43000000e-01  8.65191402e-03 
 9.44000000e-01  9.44000000e-01  8.56604460e-03 
 9.45000000e-01  9.45000000e-01  8.48077572e-03 
 9.46000000e-01  9.46000000e-01  8.39610445e-03 
 9.47000000e-01  9.47000000e-01  8.31202785e-03 
 9.48000000e-01  9.48000000e-01  8.22854305e-03 
 9.49000000e-01  9.49000000e-01  8.14564714e-03 
 9.50000000e-01  9.50000000e-01  8.06333728e-03 
 9.51000000e-01  9.51000000e-01  7.98161063e-03 
 9.52000000e-01  9.52000000e-01  7.90046436e-03 
 9.53000000e-01  9.53000000e-01  7.81989566e-03 
 9.54000000e-01  9.54000000e-01  7.73990176e-03 
 9.55000000e-01  9.55000000e-01  7.66047989e-03 
 9.56000000e-01  9.56000000e-01  7.58162730e-03 
 9.57000000e-01  9.57000000e-01  7.50334126e-03 
 9.58000000e-01  9.58000000e-01  7.42561904e-03 
