 v-sweep         v(vin)          v(vout)        
 9.59000000e-01  9.59000000e-01  7.34845797e-03 
 9.60000000e-01  9.60000000e-01  7.27185535e-03 
 9.61000000e-01  9.61000000e-01  7.19580852e-03 
 9.62000000e-01  9.62000000e-01  7.12031485e-03 
 9.63000000e-01  9.63000000e-01  7.04537169e-03 
 9.64000000e-01  9.64000000e-01  6.97097644e-03 
 9.65000000e-01  9.65000000e-01  6.89712649e-03 
 9.66000000e-01  9.66000000e-01  6.82381927e-03 
 9.67000000e-01  9.67000000e-01  6.75105221e-03 
 9.68000000e-01  9.68000000e-01  6.67882277e-03 
 9.69000000e-01  9.69000000e-01  6.60712839e-03 
 9.70000000e-01  9.70000000e-01  6.53596657e-03 
 9.71000000e-01  9.71000000e-01  6.46533480e-03 
 9.72000000e-01  9.72000000e-01  6.39523059e-03 
 9.73000000e-01  9.73000000e-01  6.32565146e-03 
 9.74000000e-01  9.74000000e-01  6.25659495e-03 
 9.75000000e-01  9.75000000e-01  6.18805861e-03 
 9.76000000e-01  9.76000000e-01  6.12004002e-03 
 9.77000000e-01  9.77000000e-01  6.05253674e-03 
 9.78000000e-01  9.78000000e-01  5.98554637e-03 
 9.79000000e-01  9.79000000e-01  5.91906653e-03 
 9.80000000e-01  9.80000000e-01  5.85309482e-03 
 9.81000000e-01  9.81000000e-01  5.78762889e-03 
 9.82000000e-01  9.82000000e-01  5.72266638e-03 
 9.83000000e-01  9.83000000e-01  5.65820494e-03 
 9.84000000e-01  9.84000000e-01  5.59424226e-03 
 9.85000000e-01  9.85000000e-01  5.53077601e-03 
 9.86000000e-01  9.86000000e-01  5.46780389e-03 
 9.87000000e-01  9.87000000e-01  5.40532362e-03 
 9.88000000e-01  9.88000000e-01  5.34333290e-03 
 9.89000000e-01  9.89000000e-01  5.28182947e-03 
 9.90000000e-01  9.90000000e-01  5.22081108e-03 
 9.91000000e-01  9.91000000e-01  5.16027548e-03 
 9.92000000e-01  9.92000000e-01  5.10022044e-03 
 9.93000000e-01  9.93000000e-01  5.04064373e-03 
 9.94000000e-01  9.94000000e-01  4.98154315e-03 
 9.95000000e-01  9.95000000e-01  4.92291648e-03 
 9.96000000e-01  9.96000000e-01  4.86476155e-03 
 9.97000000e-01  9.97000000e-01  4.80707617e-03 
 9.98000000e-01  9.98000000e-01  4.74985818e-03 
 9.99000000e-01  9.99000000e-01  4.69310541e-03 
 1.00000000e+00  1.00000000e+00  4.63681572e-03 
 1.00100000e+00  1.00100000e+00  4.58098696e-03 
 1.00200000e+00  1.00200000e+00  4.52561701e-03 
 1.00300000e+00  1.00300000e+00  4.47070375e-03 
 1.00400000e+00  1.00400000e+00  4.41624507e-03 
 1.00500000e+00  1.00500000e+00  4.36223886e-03 
 1.00600000e+00  1.00600000e+00  4.30868305e-03 
 1.00700000e+00  1.00700000e+00  4.25557553e-03 
 1.00800000e+00  1.00800000e+00  4.20291425e-03 
 1.00900000e+00  1.00900000e+00  4.15069713e-03 
 1.01000000e+00  1.01000000e+00  4.09892212e-03 
 1.01100000e+00  1.01100000e+00  4.04758717e-03 
 1.01200000e+00  1.01200000e+00  3.99669025e-03 
 1.01300000e+00  1.01300000e+00  3.94622932e-03 
 1.01400000e+00  1.01400000e+00  3.89620236e-03 
 1.01500000e+00  1.01500000e+00  3.84660735e-03 
 1.01600000e+00  1.01600000e+00  3.79744229e-03 
 1.01700000e+00  1.01700000e+00  3.74870517e-03 
 1.01800000e+00  1.01800000e+00  3.70039401e-03 
 1.01900000e+00  1.01900000e+00  3.65250682e-03 
 1.02000000e+00  1.02000000e+00  3.60504163e-03 
 1.02100000e+00  1.02100000e+00  3.55799646e-03 
 1.02200000e+00  1.02200000e+00  3.51136935e-03 
 1.02300000e+00  1.02300000e+00  3.46515834e-03 
 1.02400000e+00  1.02400000e+00  3.41936149e-03 
 1.02500000e+00  1.02500000e+00  3.37397685e-03 
 1.02600000e+00  1.02600000e+00  3.32900248e-03 
 1.02700000e+00  1.02700000e+00  3.28443647e-03 
 1.02800000e+00  1.02800000e+00  3.24027687e-03 
 1.02900000e+00  1.02900000e+00  3.19652177e-03 
 1.03000000e+00  1.03000000e+00  3.15316927e-03 
 1.03100000e+00  1.03100000e+00  3.11021745e-03 
 1.03200000e+00  1.03200000e+00  3.06766442e-03 
 1.03300000e+00  1.03300000e+00  3.02550828e-03 
 1.03400000e+00  1.03400000e+00  2.98374714e-03 
 1.03500000e+00  1.03500000e+00  2.94237912e-03 
 1.03600000e+00  1.03600000e+00  2.90140233e-03 
 1.03700000e+00  1.03700000e+00  2.86081491e-03 
 1.03800000e+00  1.03800000e+00  2.82061499e-03 
 1.03900000e+00  1.03900000e+00  2.78080070e-03 
 1.04000000e+00  1.04000000e+00  2.74137017e-03 
 1.04100000e+00  1.04100000e+00  2.70232157e-03 
 1.04200000e+00  1.04200000e+00  2.66365303e-03 
 1.04300000e+00  1.04300000e+00  2.62536271e-03 
 1.04400000e+00  1.04400000e+00  2.58744876e-03 
 1.04500000e+00  1.04500000e+00  2.54990936e-03 
 1.04600000e+00  1.04600000e+00  2.51274265e-03 
 1.04700000e+00  1.04700000e+00  2.47594682e-03 
 1.04800000e+00  1.04800000e+00  2.43952004e-03 
 1.04900000e+00  1.04900000e+00  2.40346047e-03 
 1.05000000e+00  1.05000000e+00  2.36776631e-03 
 1.05100000e+00  1.05100000e+00  2.33243573e-03 
 1.05200000e+00  1.05200000e+00  2.29746691e-03 
 1.05300000e+00  1.05300000e+00  2.26285806e-03 
 1.05400000e+00  1.05400000e+00  2.22860735e-03 
 1.05500000e+00  1.05500000e+00  2.19471299e-03 
 1.05600000e+00  1.05600000e+00  2.16117316e-03 
 1.05700000e+00  1.05700000e+00  2.12798607e-03 
 1.05800000e+00  1.05800000e+00  2.09514991e-03 
 1.05900000e+00  1.05900000e+00  2.06266290e-03 
 1.06000000e+00  1.06000000e+00  2.03052323e-03 
 1.06100000e+00  1.06100000e+00  1.99872911e-03 
 1.06200000e+00  1.06200000e+00  1.96727875e-03 
 1.06300000e+00  1.06300000e+00  1.93617036e-03 
 1.06400000e+00  1.06400000e+00  1.90540215e-03 
 1.06500000e+00  1.06500000e+00  1.87497233e-03 
 1.06600000e+00  1.06600000e+00  1.84487911e-03 
 1.06700000e+00  1.06700000e+00  1.81512071e-03 
 1.06800000e+00  1.06800000e+00  1.78569534e-03 
 1.06900000e+00  1.06900000e+00  1.75660122e-03 
 1.07000000e+00  1.07000000e+00  1.72783656e-03 
 1.07100000e+00  1.07100000e+00  1.69939957e-03 
 1.07200000e+00  1.07200000e+00  1.67128849e-03 
 1.07300000e+00  1.07300000e+00  1.64350151e-03 
 1.07400000e+00  1.07400000e+00  1.61603685e-03 
 1.07500000e+00  1.07500000e+00  1.58889274e-03 
 1.07600000e+00  1.07600000e+00  1.56206738e-03 
 1.07700000e+00  1.07700000e+00  1.53555899e-03 
 1.07800000e+00  1.07800000e+00  1.50936578e-03 
 1.07900000e+00  1.07900000e+00  1.48348597e-03 
 1.08000000e+00  1.08000000e+00  1.45791776e-03 
 1.08100000e+00  1.08100000e+00  1.43265936e-03 
 1.08200000e+00  1.08200000e+00  1.40770898e-03 
 1.08300000e+00  1.08300000e+00  1.38306484e-03 
 1.08400000e+00  1.08400000e+00  1.35872512e-03 
 1.08500000e+00  1.08500000e+00  1.33468804e-03 
 1.08600000e+00  1.08600000e+00  1.31095179e-03 
 1.08700000e+00  1.08700000e+00  1.28751457e-03 
 1.08800000e+00  1.08800000e+00  1.26437458e-03 
 1.08900000e+00  1.08900000e+00  1.24153001e-03 
 1.09000000e+00  1.09000000e+00  1.21897905e-03 
 1.09100000e+00  1.09100000e+00  1.19671988e-03 
 1.09200000e+00  1.09200000e+00  1.17475069e-03 
 1.09300000e+00  1.09300000e+00  1.15306966e-03 
 1.09400000e+00  1.09400000e+00  1.13167497e-03 
 1.09500000e+00  1.09500000e+00  1.11056477e-03 
 1.09600000e+00  1.09600000e+00  1.08973726e-03 
 1.09700000e+00  1.09700000e+00  1.06919058e-03 
 1.09800000e+00  1.09800000e+00  1.04892290e-03 
 1.09900000e+00  1.09900000e+00  1.02893237e-03 
 1.10000000e+00  1.10000000e+00  1.00921715e-03 
 1.10100000e+00  1.10100000e+00  9.89775373e-04 
 1.10200000e+00  1.10200000e+00  9.70605190e-04 
 1.10300000e+00  1.10300000e+00  9.51704733e-04 
 1.10400000e+00  1.10400000e+00  9.33072133e-04 
 1.10500000e+00  1.10500000e+00  9.14705513e-04 
 1.10600000e+00  1.10600000e+00  8.96602993e-04 
 1.10700000e+00  1.10700000e+00  8.78762685e-04 
 1.10800000e+00  1.10800000e+00  8.61182697e-04 
 1.10900000e+00  1.10900000e+00  8.43861129e-04 
 1.11000000e+00  1.11000000e+00  8.26796076e-04 
 1.11100000e+00  1.11100000e+00  8.09985626e-04 
 1.11200000e+00  1.11200000e+00  7.93427859e-04 
 1.11300000e+00  1.11300000e+00  7.77120850e-04 
 1.11400000e+00  1.11400000e+00  7.61062667e-04 
 1.11500000e+00  1.11500000e+00  7.45251369e-04 
 1.11600000e+00  1.11600000e+00  7.29685010e-04 
 1.11700000e+00  1.11700000e+00  7.14361636e-04 
 1.11800000e+00  1.11800000e+00  6.99279284e-04 
 1.11900000e+00  1.11900000e+00  6.84435985e-04 
 1.12000000e+00  1.12000000e+00  6.69829763e-04 
 1.12100000e+00  1.12100000e+00  6.55458631e-04 
 1.12200000e+00  1.12200000e+00  6.41320598e-04 
 1.12300000e+00  1.12300000e+00  6.27413663e-04 
 1.12400000e+00  1.12400000e+00  6.13735817e-04 
 1.12500000e+00  1.12500000e+00  6.00285043e-04 
 1.12600000e+00  1.12600000e+00  5.87059315e-04 
 1.12700000e+00  1.12700000e+00  5.74056601e-04 
 1.12800000e+00  1.12800000e+00  5.61274859e-04 
 1.12900000e+00  1.12900000e+00  5.48712040e-04 
 1.13000000e+00  1.13000000e+00  5.36366085e-04 
 1.13100000e+00  1.13100000e+00  5.24234928e-04 
 1.13200000e+00  1.13200000e+00  5.12316494e-04 
 1.13300000e+00  1.13300000e+00  5.00608702e-04 
 1.13400000e+00  1.13400000e+00  4.89109459e-04 
 1.13500000e+00  1.13500000e+00  4.77816668e-04 
 1.13600000e+00  1.13600000e+00  4.66728221e-04 
 1.13700000e+00  1.13700000e+00  4.55842004e-04 
 1.13800000e+00  1.13800000e+00  4.45155894e-04 
 1.13900000e+00  1.13900000e+00  4.34667762e-04 
 1.14000000e+00  1.14000000e+00  4.24375468e-04 
 1.14100000e+00  1.14100000e+00  4.14276869e-04 
 1.14200000e+00  1.14200000e+00  4.04369813e-04 
 1.14300000e+00  1.14300000e+00  3.94652141e-04 
 1.14400000e+00  1.14400000e+00  3.85121686e-04 
 1.14500000e+00  1.14500000e+00  3.75776278e-04 
 1.14600000e+00  1.14600000e+00  3.66613739e-04 
 1.14700000e+00  1.14700000e+00  3.57631883e-04 
 1.14800000e+00  1.14800000e+00  3.48828522e-04 
 1.14900000e+00  1.14900000e+00  3.40201462e-04 
 1.15000000e+00  1.15000000e+00  3.31748503e-04 
 1.15100000e+00  1.15100000e+00  3.23467440e-04 
 1.15200000e+00  1.15200000e+00  3.15356067e-04 
 1.15300000e+00  1.15300000e+00  3.07412171e-04 
 1.15400000e+00  1.15400000e+00  2.99633539e-04 
 1.15500000e+00  1.15500000e+00  2.92017952e-04 
 1.15600000e+00  1.15600000e+00  2.84563191e-04 
 1.15700000e+00  1.15700000e+00  2.77267035e-04 
 1.15800000e+00  1.15800000e+00  2.70127262e-04 
 1.15900000e+00  1.15900000e+00  2.63141649e-04 
 1.16000000e+00  1.16000000e+00  2.56307971e-04 
 1.16100000e+00  1.16100000e+00  2.49624008e-04 
 1.16200000e+00  1.16200000e+00  2.43087538e-04 
 1.16300000e+00  1.16300000e+00  2.36696340e-04 
 1.16400000e+00  1.16400000e+00  2.30448198e-04 
 1.16500000e+00  1.16500000e+00  2.24340898e-04 
 1.16600000e+00  1.16600000e+00  2.18372229e-04 
 1.16700000e+00  1.16700000e+00  2.12539985e-04 
 1.16800000e+00  1.16800000e+00  2.06841966e-04 
 1.16900000e+00  1.16900000e+00  2.01275975e-04 
 1.17000000e+00  1.17000000e+00  1.95839824e-04 
 1.17100000e+00  1.17100000e+00  1.90531333e-04 
 1.17200000e+00  1.17200000e+00  1.85348326e-04 
 1.17300000e+00  1.17300000e+00  1.80288640e-04 
 1.17400000e+00  1.17400000e+00  1.75350118e-04 
 1.17500000e+00  1.17500000e+00  1.70530616e-04 
 1.17600000e+00  1.17600000e+00  1.65827999e-04 
 1.17700000e+00  1.17700000e+00  1.61240143e-04 
 1.17800000e+00  1.17800000e+00  1.56764938e-04 
 1.17900000e+00  1.17900000e+00  1.52400287e-04 
 1.18000000e+00  1.18000000e+00  1.48144105e-04 
 1.18100000e+00  1.18100000e+00  1.43994323e-04 
 1.18200000e+00  1.18200000e+00  1.39948886e-04 
 1.18300000e+00  1.18300000e+00  1.36005757e-04 
 1.18400000e+00  1.18400000e+00  1.32162912e-04 
 1.18500000e+00  1.18500000e+00  1.28418347e-04 
 1.18600000e+00  1.18600000e+00  1.24770076e-04 
 1.18700000e+00  1.18700000e+00  1.21216128e-04 
 1.18800000e+00  1.18800000e+00  1.17754555e-04 
 1.18900000e+00  1.18900000e+00  1.14383427e-04 
 1.19000000e+00  1.19000000e+00  1.11100834e-04 
 1.19100000e+00  1.19100000e+00  1.07904887e-04 
 1.19200000e+00  1.19200000e+00  1.04793718e-04 
 1.19300000e+00  1.19300000e+00  1.01765482e-04 
 1.19400000e+00  1.19400000e+00  9.88183534e-05 
 1.19500000e+00  1.19500000e+00  9.59505326e-05 
 1.19600000e+00  1.19600000e+00  9.31602414e-05 
 1.19700000e+00  1.19700000e+00  9.04457253e-05 
 1.19800000e+00  1.19800000e+00  8.78052539e-05 
 1.19900000e+00  1.19900000e+00  8.52371210e-05 
 1.20000000e+00  1.20000000e+00  8.27396449e-05 
 1.20100000e+00  1.20100000e+00  8.03111688e-05 
 1.20200000e+00  1.20200000e+00  7.79500609e-05 
 1.20300000e+00  1.20300000e+00  7.56547148e-05 
 1.20400000e+00  1.20400000e+00  7.34235497e-05 
 1.20500000e+00  1.20500000e+00  7.12550104e-05 
 1.20600000e+00  1.20600000e+00  6.91475677e-05 
 1.20700000e+00  1.20700000e+00  6.70997183e-05 
 1.20800000e+00  1.20800000e+00  6.51099850e-05 
 1.20900000e+00  1.20900000e+00  6.31769167e-05 
 1.21000000e+00  1.21000000e+00  6.12990885e-05 
 1.21100000e+00  1.21100000e+00  5.94751018e-05 
 1.21200000e+00  1.21200000e+00  5.77035840e-05 
 1.21300000e+00  1.21300000e+00  5.59831888e-05 
 1.21400000e+00  1.21400000e+00  5.43125959e-05 
 1.21500000e+00  1.21500000e+00  5.26905112e-05 
 1.21600000e+00  1.21600000e+00  5.11156663e-05 
 1.21700000e+00  1.21700000e+00  4.95868187e-05 
 1.21800000e+00  1.21800000e+00  4.81027515e-05 
 1.21900000e+00  1.21900000e+00  4.66622732e-05 
 1.22000000e+00  1.22000000e+00  4.52642178e-05 
 1.22100000e+00  1.22100000e+00  4.39074443e-05 
 1.22200000e+00  1.22200000e+00  4.25908364e-05 
 1.22300000e+00  1.22300000e+00  4.13133029e-05 
 1.22400000e+00  1.22400000e+00  4.00737765e-05 
 1.22500000e+00  1.22500000e+00  3.88712143e-05 
 1.22600000e+00  1.22600000e+00  3.77045972e-05 
 1.22700000e+00  1.22700000e+00  3.65729299e-05 
 1.22800000e+00  1.22800000e+00  3.54752400e-05 
 1.22900000e+00  1.22900000e+00  3.44105783e-05 
 1.23000000e+00  1.23000000e+00  3.33780184e-05 
 1.23100000e+00  1.23100000e+00  3.23766559e-05 
 1.23200000e+00  1.23200000e+00  3.14056087e-05 
 1.23300000e+00  1.23300000e+00  3.04640162e-05 
 1.23400000e+00  1.23400000e+00  2.95510391e-05 
 1.23500000e+00  1.23500000e+00  2.86658593e-05 
 1.23600000e+00  1.23600000e+00  2.78076791e-05 
 1.23700000e+00  1.23700000e+00  2.69757211e-05 
 1.23800000e+00  1.23800000e+00  2.61692279e-05 
 1.23900000e+00  1.23900000e+00  2.53874614e-05 
 1.24000000e+00  1.24000000e+00  2.46297030e-05 
 1.24100000e+00  1.24100000e+00  2.38952526e-05 
 1.24200000e+00  1.24200000e+00  2.31834286e-05 
 1.24300000e+00  1.24300000e+00  2.24935677e-05 
 1.24400000e+00  1.24400000e+00  2.18250241e-05 
 1.24500000e+00  1.24500000e+00  2.11771692e-05 
 1.24600000e+00  1.24600000e+00  2.05493915e-05 
 1.24700000e+00  1.24700000e+00  1.99410963e-05 
 1.24800000e+00  1.24800000e+00  1.93517049e-05 
 1.24900000e+00  1.24900000e+00  1.87806544e-05 
 1.25000000e+00  1.25000000e+00  1.82273977e-05 
 1.25100000e+00  1.25100000e+00  1.76914027e-05 
 1.25200000e+00  1.25200000e+00  1.71721521e-05 
 1.25300000e+00  1.25300000e+00  1.66691432e-05 
 1.25400000e+00  1.25400000e+00  1.61818874e-05 
 1.25500000e+00  1.25500000e+00  1.57099099e-05 
 1.25600000e+00  1.25600000e+00  1.52527492e-05 
 1.25700000e+00  1.25700000e+00  1.48099571e-05 
 1.25800000e+00  1.25800000e+00  1.43810983e-05 
 1.25900000e+00  1.25900000e+00  1.39657498e-05 
 1.26000000e+00  1.26000000e+00  1.35635008e-05 
 1.26100000e+00  1.26100000e+00  1.31739526e-05 
 1.26200000e+00  1.26200000e+00  1.27967178e-05 
 1.26300000e+00  1.26300000e+00  1.24314204e-05 
 1.26400000e+00  1.26400000e+00  1.20776953e-05 
 1.26500000e+00  1.26500000e+00  1.17351882e-05 
 1.26600000e+00  1.26600000e+00  1.14035551e-05 
 1.26700000e+00  1.26700000e+00  1.10824622e-05 
 1.26800000e+00  1.26800000e+00  1.07715855e-05 
 1.26900000e+00  1.26900000e+00  1.04706108e-05 
 1.27000000e+00  1.27000000e+00  1.01792328e-05 
 1.27100000e+00  1.27100000e+00  9.89715579e-06 
 1.27200000e+00  1.27200000e+00  9.62409253e-06 
 1.27300000e+00  1.27300000e+00  9.35976451e-06 
 1.27400000e+00  1.27400000e+00  9.10390157e-06 
 1.27500000e+00  1.27500000e+00  8.85624164e-06 
 1.27600000e+00  1.27600000e+00  8.61653055e-06 
 1.27700000e+00  1.27700000e+00  8.38452180e-06 
 1.27800000e+00  1.27800000e+00  8.15997635e-06 
 1.27900000e+00  1.27900000e+00  7.94266239e-06 
 1.28000000e+00  1.28000000e+00  7.73235514e-06 
 1.28100000e+00  1.28100000e+00  7.52883667e-06 
 1.28200000e+00  1.28200000e+00  7.33189568e-06 
 1.28300000e+00  1.28300000e+00  7.14132732e-06 
 1.28400000e+00  1.28400000e+00  6.95693297e-06 
 1.28500000e+00  1.28500000e+00  6.77852014e-06 
 1.28600000e+00  1.28600000e+00  6.60590219e-06 
 1.28700000e+00  1.28700000e+00  6.43889823e-06 
 1.28800000e+00  1.28800000e+00  6.27733294e-06 
 1.28900000e+00  1.28900000e+00  6.12103637e-06 
 1.29000000e+00  1.29000000e+00  5.96984383e-06 
 1.29100000e+00  1.29100000e+00  5.82359570e-06 
 1.29200000e+00  1.29200000e+00  5.68213730e-06 
 1.29300000e+00  1.29300000e+00  5.54531871e-06 
 1.29400000e+00  1.29400000e+00  5.41299468e-06 
 1.29500000e+00  1.29500000e+00  5.28502445e-06 
 1.29600000e+00  1.29600000e+00  5.16127163e-06 
 1.29700000e+00  1.29700000e+00  5.04160406e-06 
 1.29800000e+00  1.29800000e+00  4.92589371e-06 
 1.29900000e+00  1.29900000e+00  4.81401650e-06 
 1.30000000e+00  1.30000000e+00  4.70585225e-06 
 1.30100000e+00  1.30100000e+00  4.60128450e-06 
 1.30200000e+00  1.30200000e+00  4.50020045e-06 
 1.30300000e+00  1.30300000e+00  4.40249079e-06 
 1.30400000e+00  1.30400000e+00  4.30804966e-06 
 1.30500000e+00  1.30500000e+00  4.21677448e-06 
 1.30600000e+00  1.30600000e+00  4.12856591e-06 
 1.30700000e+00  1.30700000e+00  4.04332771e-06 
 1.30800000e+00  1.30800000e+00  3.96096664e-06 
 1.30900000e+00  1.30900000e+00  3.88139241e-06 
 1.31000000e+00  1.31000000e+00  3.80451756e-06 
 1.31100000e+00  1.31100000e+00  3.73025735e-06 
 1.31200000e+00  1.31200000e+00  3.65852974e-06 
 1.31300000e+00  1.31300000e+00  3.58925525e-06 
 1.31400000e+00  1.31400000e+00  3.52235690e-06 
 1.31500000e+00  1.31500000e+00  3.45776014e-06 
 1.31600000e+00  1.31600000e+00  3.39539275e-06 
 1.31700000e+00  1.31700000e+00  3.33518481e-06 
 1.31800000e+00  1.31800000e+00  3.27706860e-06 
 1.31900000e+00  1.31900000e+00  3.22097852e-06 
 1.32000000e+00  1.32000000e+00  3.16685104e-06 
 1.32100000e+00  1.32100000e+00  3.11462466e-06 
 1.32200000e+00  1.32200000e+00  3.06423980e-06 
 1.32300000e+00  1.32300000e+00  3.01563876e-06 
 1.32400000e+00  1.32400000e+00  2.96876569e-06 
 1.32500000e+00  1.32500000e+00  2.92356647e-06 
 1.32600000e+00  1.32600000e+00  2.87998871e-06 
 1.32700000e+00  1.32700000e+00  2.83798169e-06 
 1.32800000e+00  1.32800000e+00  2.79749627e-06 
 1.32900000e+00  1.32900000e+00  2.75848488e-06 
 1.33000000e+00  1.33000000e+00  2.72090144e-06 
 1.33100000e+00  1.33100000e+00  2.68470137e-06 
 1.33200000e+00  1.33200000e+00  2.64984145e-06 
 1.33300000e+00  1.33300000e+00  2.61627987e-06 
 1.33400000e+00  1.33400000e+00  2.58397613e-06 
 1.33500000e+00  1.33500000e+00  2.55289101e-06 
 1.33600000e+00  1.33600000e+00  2.52298653e-06 
 1.33700000e+00  1.33700000e+00  2.49422594e-06 
 1.33800000e+00  1.33800000e+00  2.46657363e-06 
 1.33900000e+00  1.33900000e+00  2.43999514e-06 
 1.34000000e+00  1.34000000e+00  2.41445708e-06 
 1.34100000e+00  1.34100000e+00  2.38992714e-06 
 1.34200000e+00  1.34200000e+00  2.36637404e-06 
 1.34300000e+00  1.34300000e+00  2.34376747e-06 
 1.34400000e+00  1.34400000e+00  2.32207811e-06 
 1.34500000e+00  1.34500000e+00  2.30127755e-06 
 1.34600000e+00  1.34600000e+00  2.28133829e-06 
 1.34700000e+00  1.34700000e+00  2.26223372e-06 
 1.34800000e+00  1.34800000e+00  2.24393804e-06 
 1.34900000e+00  1.34900000e+00  2.22642631e-06 
 1.35000000e+00  1.35000000e+00  2.20967437e-06 
 1.35100000e+00  1.35100000e+00  2.19365881e-06 
 1.35200000e+00  1.35200000e+00  2.17835698e-06 
 1.35300000e+00  1.35300000e+00  2.16374696e-06 
 1.35400000e+00  1.35400000e+00  2.14980751e-06 
 1.35500000e+00  1.35500000e+00  2.13651808e-06 
 1.35600000e+00  1.35600000e+00  2.12385876e-06 
 1.35700000e+00  1.35700000e+00  2.11181028e-06 
 1.35800000e+00  1.35800000e+00  2.10035400e-06 
 1.35900000e+00  1.35900000e+00  2.08947185e-06 
 1.36000000e+00  1.36000000e+00  2.07914634e-06 
 1.36100000e+00  1.36100000e+00  2.06936054e-06 
 1.36200000e+00  1.36200000e+00  2.06009807e-06 
 1.36300000e+00  1.36300000e+00  2.05134306e-06 
 1.36400000e+00  1.36400000e+00  2.04308016e-06 
 1.36500000e+00  1.36500000e+00  2.03529447e-06 
 1.36600000e+00  1.36600000e+00  2.02797162e-06 
 1.36700000e+00  1.36700000e+00  2.02109766e-06 
 1.36800000e+00  1.36800000e+00  2.01465909e-06 
 1.36900000e+00  1.36900000e+00  2.00864286e-06 
 1.37000000e+00  1.37000000e+00  2.00303631e-06 
 1.37100000e+00  1.37100000e+00  1.99782721e-06 
 1.37200000e+00  1.37200000e+00  1.99300369e-06 
 1.37300000e+00  1.37300000e+00  1.98855429e-06 
 1.37400000e+00  1.37400000e+00  1.98446790e-06 
 1.37500000e+00  1.37500000e+00  1.98073376e-06 
 1.37600000e+00  1.37600000e+00  1.97734146e-06 
 1.37700000e+00  1.37700000e+00  1.97428092e-06 
 1.37800000e+00  1.37800000e+00  1.97154239e-06 
 1.37900000e+00  1.37900000e+00  1.96911642e-06 
 1.38000000e+00  1.38000000e+00  1.96699387e-06 
 1.38100000e+00  1.38100000e+00  1.96516589e-06 
 1.38200000e+00  1.38200000e+00  1.96362392e-06 
 1.38300000e+00  1.38300000e+00  1.96235964e-06 
 1.38400000e+00  1.38400000e+00  1.96136505e-06 
 1.38500000e+00  1.38500000e+00  1.96063235e-06 
 1.38600000e+00  1.38600000e+00  1.96015404e-06 
 1.38700000e+00  1.38700000e+00  1.95992283e-06 
 1.38800000e+00  1.38800000e+00  1.95993167e-06 
 1.38900000e+00  1.38900000e+00  1.96017373e-06 
 1.39000000e+00  1.39000000e+00  1.96064240e-06 
 1.39100000e+00  1.39100000e+00  1.96133130e-06 
 1.39200000e+00  1.39200000e+00  1.96223424e-06 
 1.39300000e+00  1.39300000e+00  1.96334521e-06 
 1.39400000e+00  1.39400000e+00  1.96465843e-06 
 1.39500000e+00  1.39500000e+00  1.96616828e-06 
 1.39600000e+00  1.39600000e+00  1.96786932e-06 
 1.39700000e+00  1.39700000e+00  1.96975630e-06 
 1.39800000e+00  1.39800000e+00  1.97182413e-06 
 1.39900000e+00  1.39900000e+00  1.97406788e-06 
 1.40000000e+00  1.40000000e+00  1.97648277e-06 
 1.40100000e+00  1.40100000e+00  1.97906421e-06 
 1.40200000e+00  1.40200000e+00  1.98180770e-06 
 1.40300000e+00  1.40300000e+00  1.98470895e-06 
 1.40400000e+00  1.40400000e+00  1.98776375e-06 
 1.40500000e+00  1.40500000e+00  1.99096805e-06 
 1.40600000e+00  1.40600000e+00  1.99431795e-06 
 1.40700000e+00  1.40700000e+00  1.99780964e-06 
 1.40800000e+00  1.40800000e+00  2.00143946e-06 
 1.40900000e+00  1.40900000e+00  2.00520384e-06 
 1.41000000e+00  1.41000000e+00  2.00909936e-06 
 1.41100000e+00  1.41100000e+00  2.01312268e-06 
 1.41200000e+00  1.41200000e+00  2.01727058e-06 
 1.41300000e+00  1.41300000e+00  2.02153995e-06 
 1.41400000e+00  1.41400000e+00  2.02592778e-06 
 1.41500000e+00  1.41500000e+00  2.03043113e-06 
 1.41600000e+00  1.41600000e+00  2.03504720e-06 
 1.41700000e+00  1.41700000e+00  2.03977324e-06 
 1.41800000e+00  1.41800000e+00  2.04460662e-06 
 1.41900000e+00  1.41900000e+00  2.04954477e-06 
 1.42000000e+00  1.42000000e+00  2.05458523e-06 
 1.42100000e+00  1.42100000e+00  2.05972559e-06 
 1.42200000e+00  1.42200000e+00  2.06496353e-06 
 1.42300000e+00  1.42300000e+00  2.07029683e-06 
 1.42400000e+00  1.42400000e+00  2.07572331e-06 
 1.42500000e+00  1.42500000e+00  2.08124086e-06 
 1.42600000e+00  1.42600000e+00  2.08684747e-06 
 1.42700000e+00  1.42700000e+00  2.09254117e-06 
 1.42800000e+00  1.42800000e+00  2.09832005e-06 
 1.42900000e+00  1.42900000e+00  2.10418229e-06 
 1.43000000e+00  1.43000000e+00  2.11012610e-06 
 1.43100000e+00  1.43100000e+00  2.11614977e-06 
 1.43200000e+00  1.43200000e+00  2.12225163e-06 
 1.43300000e+00  1.43300000e+00  2.12843008e-06 
 1.43400000e+00  1.43400000e+00  2.13468356e-06 
 1.43500000e+00  1.43500000e+00  2.14101057e-06 
 1.43600000e+00  1.43600000e+00  2.14740965e-06 
 1.43700000e+00  1.43700000e+00  2.15387941e-06 
 1.43800000e+00  1.43800000e+00  2.16041846e-06 
 1.43900000e+00  1.43900000e+00  2.16702552e-06 
 1.44000000e+00  1.44000000e+00  2.17369929e-06 
