 time            v(vr)           v(VDD)          i(r1)          
 2.11210948e-08  3.30083694e+00  3.30000000e+00 -8.36935763e-06 
 2.11269542e-08  3.30062065e+00  3.30000000e+00 -6.20645624e-06 
 2.11334636e-08  3.30027674e+00  3.30000000e+00 -2.76738674e-06 
 2.11464824e-08  3.29986067e+00  3.30000000e+00  1.39329603e-06 
 2.11725199e-08  3.29972634e+00  3.30000000e+00  2.73663338e-06 
 2.11982612e-08  3.29988189e+00  3.30000000e+00  1.18109061e-06 
 2.12303051e-08  3.29991750e+00  3.30000000e+00  8.25029606e-07 
 2.12603423e-08  3.29968613e+00  3.30000000e+00  3.13873238e-06 
 2.13179080e-08  3.29880976e+00  3.30000000e+00  1.19023798e-05 
 2.14117991e-08  3.29698324e+00  3.30000000e+00  3.01676429e-05 
 2.15117991e-08  3.29462733e+00  3.30000000e+00  5.37266893e-05 
 2.16117991e-08  3.28897648e+00  3.30000000e+00  1.10235225e-04 
 2.16727921e-08  3.25918092e+00  3.30000000e+00  4.08190811e-04 
 2.17359200e-08  3.20340517e+00  3.30000000e+00  9.65948324e-04 
 2.17878599e-08  3.14798330e+00  3.30000000e+00  1.52016700e-03 
 2.18440846e-08  3.07351579e+00  3.30000000e+00  2.26484209e-03 
 2.18802171e-08  3.01779351e+00  3.30000000e+00  2.82206490e-03 
 2.19062997e-08  2.97767427e+00  3.30000000e+00  3.22325727e-03 
 2.19341794e-08  2.93110869e+00  3.30000000e+00  3.68891311e-03 
 2.19626181e-08  2.85238814e+00  3.30000000e+00  4.47611860e-03 
 2.19942515e-08  2.69349863e+00  3.30000000e+00  6.06501374e-03 
 2.20215111e-08  2.51719330e+00  3.30000000e+00  7.82806702e-03 
 2.20476481e-08  2.37412665e+00  3.30000000e+00  9.25873345e-03 
 2.20767301e-08  2.30569167e+00  3.30000000e+00  9.94308330e-03 
 2.21062674e-08  2.32260525e+00  3.30000000e+00  9.77394747e-03 
 2.21398483e-08  2.39169209e+00  3.30000000e+00  9.08307911e-03 
 2.21830950e-08  2.49583996e+00  3.30000000e+00  8.04160036e-03 
 2.22252930e-08  2.58768321e+00  3.30000000e+00  7.12316792e-03 
 2.22803176e-08  2.68183642e+00  3.30000000e+00  6.18163581e-03 
 2.23519333e-08  2.77056709e+00  3.30000000e+00  5.29432910e-03 
 2.24121201e-08  2.83350726e+00  3.30000000e+00  4.66492739e-03 
 2.24469311e-08  2.86581772e+00  3.30000000e+00  4.34182280e-03 
 2.24863486e-08  2.90023444e+00  3.30000000e+00  3.99765557e-03 
 2.25274841e-08  2.93437818e+00  3.30000000e+00  3.65621819e-03 
 2.26097552e-08  2.99669898e+00  3.30000000e+00  3.03301021e-03 
 2.27097552e-08  3.06069683e+00  3.30000000e+00  2.39303170e-03 
 2.28097552e-08  3.11229915e+00  3.30000000e+00  1.87700850e-03 
 2.29097552e-08  3.15320457e+00  3.30000000e+00  1.46795435e-03 
 2.30097552e-08  3.18536804e+00  3.30000000e+00  1.14631962e-03 
 2.31097552e-08  3.21054825e+00  3.30000000e+00  8.94517526e-04 
 2.32097552e-08  3.23020958e+00  3.30000000e+00  6.97904210e-04 
 2.33097552e-08  3.24553759e+00  3.30000000e+00  5.44624107e-04 
 2.34097552e-08  3.25747858e+00  3.30000000e+00  4.25214170e-04 
 2.35097552e-08  3.26678029e+00  3.30000000e+00  3.32197103e-04 
 2.36097552e-08  3.27402893e+00  3.30000000e+00  2.59710688e-04 
 2.37097552e-08  3.27968154e+00  3.30000000e+00  2.03184582e-04 
 2.38097552e-08  3.28409321e+00  3.30000000e+00  1.59067886e-04 
 2.39097552e-08  3.28753938e+00  3.30000000e+00  1.24606236e-04 
 2.40097552e-08  3.29023362e+00  3.30000000e+00  9.76637505e-05 
 2.41097552e-08  3.29234168e+00  3.30000000e+00  7.65832294e-05 
 2.42097552e-08  3.29399224e+00  3.30000000e+00  6.00775520e-05 
 2.43097552e-08  3.29528542e+00  3.30000000e+00  4.71457912e-05 
 2.44097552e-08  3.29629914e+00  3.30000000e+00  3.70085729e-05 
 2.45097552e-08  3.29709417e+00  3.30000000e+00  2.90582753e-05 
 2.46097552e-08  3.29771794e+00  3.30000000e+00  2.28206287e-05 
 2.47097552e-08  3.29820749e+00  3.30000000e+00  1.79250651e-05 
 2.48097552e-08  3.29859182e+00  3.30000000e+00  1.40818064e-05 
 2.49097552e-08  3.29889358e+00  3.30000000e+00  1.10642489e-05 
 2.50097552e-08  3.29913090e+00  3.30000000e+00  8.69101623e-06 
 2.51097552e-08  3.29932342e+00  3.30000000e+00  6.76576339e-06 
 2.51619754e-08  3.29940856e+00  3.30000000e+00  5.91436584e-06 
 2.52235262e-08  3.29948958e+00  3.30000000e+00  5.10415506e-06 
 2.52873873e-08  3.29955875e+00  3.30000000e+00  4.41250995e-06 
 2.53549602e-08  3.29962137e+00  3.30000000e+00  3.78627096e-06 
 2.54549602e-08  3.29969778e+00  3.30000000e+00  3.02219319e-06 
 2.55549602e-08  3.29974347e+00  3.30000000e+00  2.56527027e-06 
 2.56549602e-08  3.29974064e+00  3.30000000e+00  2.59359770e-06 
 2.57549602e-08  3.29970416e+00  3.30000000e+00  2.95843179e-06 
 2.58549602e-08  3.29965608e+00  3.30000000e+00  3.43916754e-06 
 2.59549602e-08  3.29960587e+00  3.30000000e+00  3.94130460e-06 
 2.60549602e-08  3.29954678e+00  3.30000000e+00  4.53219192e-06 
 2.61549602e-08  3.29945568e+00  3.30000000e+00  5.44321088e-06 
 2.62549602e-08  3.29935239e+00  3.30000000e+00  6.47608446e-06 
 2.63549602e-08  3.30002501e+00  3.30000000e+00 -2.50085907e-07 
 2.64549602e-08  3.30389005e+00  3.30000000e+00 -3.89005192e-05 
 2.65549602e-08  3.31435751e+00  3.30000000e+00 -1.43575099e-04 
 2.66549602e-08  3.33634423e+00  3.30000000e+00 -3.63442284e-04 
 2.67549602e-08  3.38250934e+00  3.30000000e+00 -8.25093408e-04 
 2.68549602e-08  3.47123785e+00  3.30000000e+00 -1.71237848e-03 
 2.69213820e-08  3.53995424e+00  3.30000000e+00 -2.39954243e-03 
 2.69968417e-08  3.60551846e+00  3.30000000e+00 -3.05518460e-03 
 2.70494888e-08  3.62542905e+00  3.30000000e+00 -3.25429047e-03 
 2.70979678e-08  3.61666365e+00  3.30000000e+00 -3.16663652e-03 
 2.71226873e-08  3.62030482e+00  3.30000000e+00 -3.20304823e-03 
 2.71431410e-08  3.62589155e+00  3.30000000e+00 -3.25891552e-03 
 2.71663074e-08  3.62374904e+00  3.30000000e+00 -3.23749039e-03 
 2.71887992e-08  3.61163576e+00  3.30000000e+00 -3.11635759e-03 
 2.72108900e-08  3.59265673e+00  3.30000000e+00 -2.92656726e-03 
 2.72311201e-08  3.57036000e+00  3.30000000e+00 -2.70359999e-03 
 2.72541332e-08  3.53768674e+00  3.30000000e+00 -2.37686738e-03 
 2.72773097e-08  3.49419725e+00  3.30000000e+00 -1.94197251e-03 
 2.73043916e-08  3.44192902e+00  3.30000000e+00 -1.41929017e-03 
 2.73308448e-08  3.40587826e+00  3.30000000e+00 -1.05878257e-03 
 2.73690930e-08  3.37790153e+00  3.30000000e+00 -7.79015272e-04 
 2.74009008e-08  3.37156721e+00  3.30000000e+00 -7.15672143e-04 
 2.74260428e-08  3.35000777e+00  3.30000000e+00 -5.00077720e-04 
 2.74463832e-08  3.31919949e+00  3.30000000e+00 -1.91994914e-04 
 2.74606438e-08  3.30782454e+00  3.30000000e+00 -7.82453783e-05 
 2.74746936e-08  3.30329849e+00  3.30000000e+00 -3.29849327e-05 
 2.74946724e-08  3.30076367e+00  3.30000000e+00 -7.63669071e-06 
 2.75186899e-08  3.30015012e+00  3.30000000e+00 -1.50123750e-06 
 2.75479469e-08  3.30117774e+00  3.30000000e+00 -1.17773771e-05 
 2.75781881e-08  3.30261455e+00  3.30000000e+00 -2.61455392e-05 
 2.76169880e-08  3.30321584e+00  3.30000000e+00 -3.21584130e-05 
 2.76488140e-08  3.30264800e+00  3.30000000e+00 -2.64800098e-05 
 2.76812427e-08  3.30161827e+00  3.30000000e+00 -1.61826874e-05 
 2.76966456e-08  3.29972259e+00  3.30000000e+00  2.77407912e-06 
 2.77091045e-08  3.30000434e+00  3.30000000e+00 -4.33508460e-08 
 2.77223730e-08  3.30033685e+00  3.30000000e+00 -3.36848132e-06 
 2.77385540e-08  3.30095325e+00  3.30000000e+00 -9.53251597e-06 
 2.77597588e-08  3.30136450e+00  3.30000000e+00 -1.36450220e-05 
 2.77974550e-08  3.30134229e+00  3.30000000e+00 -1.34228635e-05 
 2.78496451e-08  3.30091484e+00  3.30000000e+00 -9.14835503e-06 
 2.79017718e-08  3.30052876e+00  3.30000000e+00 -5.28760833e-06 
 2.79501791e-08  3.30030216e+00  3.30000000e+00 -3.02157884e-06 
 2.79955656e-08  3.30018116e+00  3.30000000e+00 -1.81163369e-06 
 2.80399800e-08  3.30011356e+00  3.30000000e+00 -1.13558339e-06 
 2.80875401e-08  3.30007092e+00  3.30000000e+00 -7.09217630e-07 
 2.81323216e-08  3.30004662e+00  3.30000000e+00 -4.66151755e-07 
 2.81790397e-08  3.30003070e+00  3.30000000e+00 -3.06953673e-07 
 2.82368470e-08  3.30001867e+00  3.30000000e+00 -1.86736878e-07 
 2.83046848e-08  3.30001075e+00  3.30000000e+00 -1.07468042e-07 
 2.83937031e-08  3.30000546e+00  3.30000000e+00 -5.46339146e-08 
 2.84937031e-08  3.30000279e+00  3.30000000e+00 -2.78763306e-08 
 2.85937031e-08  3.30000161e+00  3.30000000e+00 -1.61081254e-08 
 2.86937031e-08  3.30000103e+00  3.30000000e+00 -1.03161022e-08 
 2.87937031e-08  3.30000069e+00  3.30000000e+00 -6.92790169e-09 
 2.88937031e-08  3.30000047e+00  3.30000000e+00 -4.67612969e-09 
 2.89937031e-08  3.30000031e+00  3.30000000e+00 -3.11219317e-09 
 2.90937031e-08  3.30000020e+00  3.30000000e+00 -2.03437206e-09 
 2.91937031e-08  3.30000013e+00  3.30000000e+00 -1.31030258e-09 
 2.92937031e-08  3.30000008e+00  3.30000000e+00 -8.36585495e-10 
 2.93937031e-08  3.30000005e+00  3.30000000e+00 -5.33321623e-10 
 2.94937031e-08  3.30000003e+00  3.30000000e+00 -3.42990775e-10 
 2.95937031e-08  3.30000002e+00  3.30000000e+00 -2.26062606e-10 
 2.96937031e-08  3.30000001e+00  3.30000000e+00 -1.38551240e-10 
 2.97937031e-08  3.29999996e+00  3.30000000e+00  3.51390174e-10 
 2.98937031e-08  3.29999941e+00  3.30000000e+00  5.90046090e-09 
 2.99937031e-08  3.29999693e+00  3.30000000e+00  3.07324347e-08 
 3.00706964e-08  3.29999772e+00  3.30000000e+00  2.27530341e-08 
 3.01147664e-08  3.29999886e+00  3.30000000e+00  1.14199342e-08 
 3.01712886e-08  3.30000239e+00  3.30000000e+00 -2.38951333e-08 
 3.02329085e-08  3.30001033e+00  3.30000000e+00 -1.03299384e-07 
 3.03075751e-08  3.30001776e+00  3.30000000e+00 -1.77568022e-07 
 3.04074641e-08  3.30002728e+00  3.30000000e+00 -2.72844693e-07 
 3.05074641e-08  3.30003439e+00  3.30000000e+00 -3.43935930e-07 
 3.05756071e-08  3.30002976e+00  3.30000000e+00 -2.97568195e-07 
 3.06346626e-08  3.30000408e+00  3.30000000e+00 -4.08074850e-08 
 3.06854402e-08  3.29997520e+00  3.30000000e+00  2.48008173e-07 
 3.07229063e-08  3.29983543e+00  3.30000000e+00  1.64567849e-06 
 3.07494449e-08  3.29975757e+00  3.30000000e+00  2.42429305e-06 
 3.07735390e-08  3.29984617e+00  3.30000000e+00  1.53828386e-06 
 3.07975520e-08  3.29993971e+00  3.30000000e+00  6.02876461e-07 
 3.08222434e-08  3.30013714e+00  3.30000000e+00 -1.37136564e-06 
 3.08449268e-08  3.30055804e+00  3.30000000e+00 -5.58044750e-06 
 3.08614760e-08  3.30071078e+00  3.30000000e+00 -7.10781801e-06 
 3.08773821e-08  3.30074181e+00  3.30000000e+00 -7.41813730e-06 
 3.08862589e-08  3.30131132e+00  3.30000000e+00 -1.31131734e-05 
 3.08912316e-08  3.30097273e+00  3.30000000e+00 -9.72730230e-06 
 3.08971668e-08  3.30083466e+00  3.30000000e+00 -8.34656884e-06 
 3.09029880e-08  3.30062106e+00  3.30000000e+00 -6.21057707e-06 
 3.09095141e-08  3.30027752e+00  3.30000000e+00 -2.77518989e-06 
 3.09225662e-08  3.29986177e+00  3.30000000e+00  1.38225210e-06 
 3.09486706e-08  3.29972831e+00  3.30000000e+00  2.71688572e-06 
 3.09744294e-08  3.29988262e+00  3.30000000e+00  1.17377895e-06 
 3.10065064e-08  3.29991512e+00  3.30000000e+00  8.48843706e-07 
 3.10366319e-08  3.29968008e+00  3.30000000e+00  3.19917507e-06 
 3.10944584e-08  3.29879585e+00  3.30000000e+00  1.20415311e-05 
 3.11886160e-08  3.29696185e+00  3.30000000e+00  3.03815319e-05 
 3.12886160e-08  3.29459688e+00  3.30000000e+00  5.40311769e-05 
 3.13886160e-08  3.28883732e+00  3.30000000e+00  1.11626804e-04 
 3.14496242e-08  3.25835322e+00  3.30000000e+00  4.16467810e-04 
 3.15125229e-08  3.20262299e+00  3.30000000e+00  9.73770135e-04 
 3.15643812e-08  3.14711505e+00  3.30000000e+00  1.52884949e-03 
 3.16207519e-08  3.07221162e+00  3.30000000e+00  2.27788383e-03 
 3.16567500e-08  3.01661070e+00  3.30000000e+00  2.83389303e-03 
 3.16827201e-08  2.97671352e+00  3.30000000e+00  3.23286478e-03 
 3.17104264e-08  2.93020453e+00  3.30000000e+00  3.69795473e-03 
 3.17392669e-08  2.84910447e+00  3.30000000e+00  4.50895534e-03 
 3.17708630e-08  2.68841713e+00  3.30000000e+00  6.11582867e-03 
 3.17976116e-08  2.51489083e+00  3.30000000e+00  7.85109165e-03 
 3.18237482e-08  2.37243840e+00  3.30000000e+00  9.27561599e-03 
 3.18527656e-08  2.30529555e+00  3.30000000e+00  9.94704449e-03 
 3.18823165e-08  2.32295665e+00  3.30000000e+00  9.77043354e-03 
 3.19159469e-08  2.39249210e+00  3.30000000e+00  9.07507900e-03 
 3.19591301e-08  2.49653095e+00  3.30000000e+00  8.03469047e-03 
 3.20014296e-08  2.58845329e+00  3.30000000e+00  7.11546712e-03 
 3.20565365e-08  2.68253485e+00  3.30000000e+00  6.17465153e-03 
 3.21287384e-08  2.77170468e+00  3.30000000e+00  5.28295324e-03 
 3.21826315e-08  2.82810000e+00  3.30000000e+00  4.71899997e-03 
 3.22183470e-08  2.86172088e+00  3.30000000e+00  4.38279121e-03 
 3.22555542e-08  2.89451352e+00  3.30000000e+00  4.05486481e-03 
 3.22951963e-08  2.92775142e+00  3.30000000e+00  3.72248584e-03 
 3.23744805e-08  2.98879455e+00  3.30000000e+00  3.11205450e-03 
 3.24744805e-08  3.05425481e+00  3.30000000e+00  2.45745186e-03 
 3.25744805e-08  3.10716343e+00  3.30000000e+00  1.92836572e-03 
 3.26744805e-08  3.14915254e+00  3.30000000e+00  1.50847457e-03 
 3.27744805e-08  3.18218849e+00  3.30000000e+00  1.17811512e-03 
 3.28744805e-08  3.20806193e+00  3.30000000e+00  9.19380733e-04 
 3.29744805e-08  3.22826965e+00  3.30000000e+00  7.17303499e-04 
 3.30744805e-08  3.24402584e+00  3.30000000e+00  5.59741555e-04 
 3.31744805e-08  3.25630103e+00  3.30000000e+00  4.36989739e-04 
 3.32744805e-08  3.26586289e+00  3.30000000e+00  3.41371109e-04 
 3.33744805e-08  3.27331381e+00  3.30000000e+00  2.66861911e-04 
 3.34744805e-08  3.27912366e+00  3.30000000e+00  2.08763369e-04 
 3.35744805e-08  3.28365762e+00  3.30000000e+00  1.63423762e-04 
 3.36744805e-08  3.28719898e+00  3.30000000e+00  1.28010228e-04 
 3.37744805e-08  3.28996739e+00  3.30000000e+00  1.00326060e-04 
 3.38744805e-08  3.29213330e+00  3.30000000e+00  7.86670233e-05 
 3.39744805e-08  3.29382904e+00  3.30000000e+00  6.17096329e-05 
 3.40744805e-08  3.29515752e+00  3.30000000e+00  4.84248294e-05 
 3.41744805e-08  3.29619886e+00  3.30000000e+00  3.80114455e-05 
 3.42744805e-08  3.29701550e+00  3.30000000e+00  2.98449521e-05 
 3.43744805e-08  3.29765621e+00  3.30000000e+00  2.34379424e-05 
 3.44744805e-08  3.29815904e+00  3.30000000e+00  1.84096240e-05 
 3.45744805e-08  3.29855378e+00  3.30000000e+00  1.44622441e-05 
 3.46744805e-08  3.29886371e+00  3.30000000e+00  1.13629460e-05 
 3.47744805e-08  3.29910729e+00  3.30000000e+00  8.92712130e-06 
 3.48744805e-08  3.29930356e+00  3.30000000e+00  6.96440244e-06 
 3.49332480e-08  3.29940160e+00  3.30000000e+00  5.98398573e-06 
 3.49855912e-08  3.29947310e+00  3.30000000e+00  5.26898196e-06 
 3.50442967e-08  3.29953933e+00  3.30000000e+00  4.60666255e-06 
 3.51072741e-08  3.29960056e+00  3.30000000e+00  3.99444060e-06 
 3.51994632e-08  3.29967592e+00  3.30000000e+00  3.24082898e-06 
 3.52956553e-08  3.29973301e+00  3.30000000e+00  2.66992099e-06 
 3.53956553e-08  3.29974781e+00  3.30000000e+00  2.52192170e-06 
 3.54956553e-08  3.29972076e+00  3.30000000e+00  2.79244493e-06 
 3.55956553e-08  3.29967502e+00  3.30000000e+00  3.24984652e-06 
 3.56956553e-08  3.29962543e+00  3.30000000e+00  3.74570930e-06 
 3.57956553e-08  3.29957148e+00  3.30000000e+00  4.28523914e-06 
 3.58956553e-08  3.29949594e+00  3.30000000e+00  5.04063390e-06 
 3.59956553e-08  3.29937685e+00  3.30000000e+00  6.23148271e-06 
 3.60956553e-08  3.29956049e+00  3.30000000e+00  4.39514266e-06 
 3.61956553e-08  3.30186442e+00  3.30000000e+00 -1.86442032e-05 
 3.62956553e-08  3.30939989e+00  3.30000000e+00 -9.39988582e-05 
 3.63956553e-08  3.32626060e+00  3.30000000e+00 -2.62605981e-04 
 3.64956553e-08  3.36075956e+00  3.30000000e+00 -6.07595561e-04 
 3.65956553e-08  3.43399802e+00  3.30000000e+00 -1.33998017e-03 
 3.66708710e-08  3.51048321e+00  3.30000000e+00 -2.10483213e-03 
 3.67435207e-08  3.58124916e+00  3.30000000e+00 -2.81249163e-03 
 3.68194109e-08  3.62504073e+00  3.30000000e+00 -3.25040731e-03 
 3.68672173e-08  3.61852070e+00  3.30000000e+00 -3.18520697e-03 
 3.68921982e-08  3.61873539e+00  3.30000000e+00 -3.18735390e-03 
 3.69208888e-08  3.62650914e+00  3.30000000e+00 -3.26509144e-03 
 3.69392230e-08  3.62584633e+00  3.30000000e+00 -3.25846329e-03 
 3.69592492e-08  3.61713572e+00  3.30000000e+00 -3.17135723e-03 
 3.69829985e-08  3.59889365e+00  3.30000000e+00 -2.98893646e-03 
 3.70055881e-08  3.57557310e+00  3.30000000e+00 -2.75573098e-03 
 3.70317527e-08  3.53987136e+00  3.30000000e+00 -2.39871365e-03 
 3.70582787e-08  3.49031703e+00  3.30000000e+00 -1.90317033e-03 
 3.70842431e-08  3.44055675e+00  3.30000000e+00 -1.40556750e-03 
 3.71110102e-08  3.40468966e+00  3.30000000e+00 -1.04689665e-03 
 3.71516775e-08  3.37655071e+00  3.30000000e+00 -7.65507094e-04 
 3.71824782e-08  3.37135489e+00  3.30000000e+00 -7.13548861e-04 
 3.72061463e-08  3.34602692e+00  3.30000000e+00 -4.60269152e-04 
 3.72317658e-08  3.31221870e+00  3.30000000e+00 -1.22186987e-04 
 3.72504350e-08  3.30261999e+00  3.30000000e+00 -2.61999134e-05 
 3.72691891e-08  3.30016928e+00  3.30000000e+00 -1.69283356e-06 
 3.72907837e-08  3.29982360e+00  3.30000000e+00  1.76396770e-06 
 3.73197978e-08  3.30078682e+00  3.30000000e+00 -7.86815140e-06 
 3.73489033e-08  3.30228811e+00  3.30000000e+00 -2.28810545e-05 
 3.73840040e-08  3.30320114e+00  3.30000000e+00 -3.20114135e-05 
 3.74156285e-08  3.30289570e+00  3.30000000e+00 -2.89569615e-05 
 3.74479166e-08  3.30204145e+00  3.30000000e+00 -2.04144835e-05 
 3.74677466e-08  3.30064145e+00  3.30000000e+00 -6.41446476e-06 
 3.74885106e-08  3.29968454e+00  3.30000000e+00  3.15457584e-06 
 3.75060194e-08  3.30049253e+00  3.30000000e+00 -4.92526406e-06 
 3.75237654e-08  3.30101822e+00  3.30000000e+00 -1.01821568e-05 
 3.75408775e-08  3.30135083e+00  3.30000000e+00 -1.35083388e-05 
 3.75751016e-08  3.30133095e+00  3.30000000e+00 -1.33094806e-05 
 3.76321086e-08  3.30087528e+00  3.30000000e+00 -8.75284132e-06 
 3.76866149e-08  3.30049152e+00  3.30000000e+00 -4.91517560e-06 
 3.77351763e-08  3.30027942e+00  3.30000000e+00 -2.79419912e-06 
 3.77796078e-08  3.30016921e+00  3.30000000e+00 -1.69207136e-06 
 3.78231717e-08  3.30010706e+00  3.30000000e+00 -1.07063786e-06 
 3.78699179e-08  3.30006751e+00  3.30000000e+00 -6.75063906e-07 
 3.79144157e-08  3.30004458e+00  3.30000000e+00 -4.45797097e-07 
 3.79624141e-08  3.30002907e+00  3.30000000e+00 -2.90658948e-07 
 3.80211000e-08  3.30001758e+00  3.30000000e+00 -1.75823661e-07 
 3.80913501e-08  3.30000994e+00  3.30000000e+00 -9.93719609e-08 
 3.81822695e-08  3.30000499e+00  3.30000000e+00 -4.99457537e-08 
 3.82822695e-08  3.30000257e+00  3.30000000e+00 -2.57237257e-08 
 3.83822695e-08  3.30000150e+00  3.30000000e+00 -1.50394286e-08 
 3.84822695e-08  3.30000097e+00  3.30000000e+00 -9.70741276e-09 
 3.85822695e-08  3.30000065e+00  3.30000000e+00 -6.53696879e-09 
 3.86822695e-08  3.30000044e+00  3.30000000e+00 -4.41033918e-09 
 3.87822695e-08  3.30000029e+00  3.30000000e+00 -2.93031546e-09 
 3.88822695e-08  3.30000019e+00  3.30000000e+00 -1.91192751e-09 
 3.89822695e-08  3.30000012e+00  3.30000000e+00 -1.22960499e-09 
 3.90822695e-08  3.30000008e+00  3.30000000e+00 -7.84386403e-10 
 3.91822695e-08  3.30000005e+00  3.30000000e+00 -5.00060979e-10 
 3.92822695e-08  3.30000003e+00  3.30000000e+00 -3.22115078e-10 
 3.93822695e-08  3.30000002e+00  3.30000000e+00 -2.13189251e-10 
 3.94822695e-08  3.30000001e+00  3.30000000e+00 -1.21601278e-10 
 3.95822695e-08  3.29999995e+00  3.30000000e+00  5.23911123e-10 
 3.96822695e-08  3.29999924e+00  3.30000000e+00  7.62432394e-09 
 3.97822695e-08  3.29999683e+00  3.30000000e+00  3.17375765e-08 
 3.98520739e-08  3.29999776e+00  3.30000000e+00  2.24418781e-08 
 3.98950270e-08  3.29999894e+00  3.30000000e+00  1.05592454e-08 
 3.99491360e-08  3.30000249e+00  3.30000000e+00 -2.48936023e-08 
 4.00089524e-08  3.30001019e+00  3.30000000e+00 -1.01938637e-07 
 4.00852196e-08  3.30001769e+00  3.30000000e+00 -1.76891768e-07 
 4.01824691e-08  3.30002704e+00  3.30000000e+00 -2.70442323e-07 
 4.02824691e-08  3.30003420e+00  3.30000000e+00 -3.42025375e-07 
 4.03511521e-08  3.30003060e+00  3.30000000e+00 -3.06049759e-07 
 4.04103022e-08  3.30000493e+00  3.30000000e+00 -4.92725859e-08 
 4.04615052e-08  3.29997766e+00  3.30000000e+00  2.23355741e-07 
 4.05014180e-08  3.29983789e+00  3.30000000e+00  1.62109768e-06 
 4.05283600e-08  3.29976052e+00  3.30000000e+00  2.39482445e-06 
 4.05527544e-08  3.29985011e+00  3.30000000e+00  1.49892880e-06 
 4.05772570e-08  3.29994597e+00  3.30000000e+00  5.40274519e-07 
 4.05993121e-08  3.30012875e+00  3.30000000e+00 -1.28746658e-06 
 4.06226729e-08  3.30055579e+00  3.30000000e+00 -5.55788110e-06 
 4.06392488e-08  3.30071159e+00  3.30000000e+00 -7.11588407e-06 
 4.06553807e-08  3.30074168e+00  3.30000000e+00 -7.41678664e-06 
 4.06642908e-08  3.30130919e+00  3.30000000e+00 -1.30919473e-05 
 4.06692963e-08  3.30097237e+00  3.30000000e+00 -9.72368654e-06 
 4.06752746e-08  3.30083055e+00  3.30000000e+00 -8.30553159e-06 
 4.06811192e-08  3.30061467e+00  3.30000000e+00 -6.14671734e-06 
 4.06876781e-08  3.30027067e+00  3.30000000e+00 -2.70669302e-06 
 4.07007959e-08  3.29985707e+00  3.30000000e+00  1.42930687e-06 
 4.07270314e-08  3.29972881e+00  3.30000000e+00  2.71189087e-06 
 4.07528313e-08  3.29988400e+00  3.30000000e+00  1.15997009e-06 
 4.07848144e-08  3.29991414e+00  3.30000000e+00  8.58634891e-07 
 4.08150867e-08  3.29967539e+00  3.30000000e+00  3.24609147e-06 
 4.08731008e-08  3.29878502e+00  3.30000000e+00  1.21498175e-05 
 4.09679228e-08  3.29693642e+00  3.30000000e+00  3.06358017e-05 
 4.10679228e-08  3.29456022e+00  3.30000000e+00  5.43978102e-05 
 4.11679228e-08  3.28866123e+00  3.30000000e+00  1.13387713e-04 
 4.12289563e-08  3.25733838e+00  3.30000000e+00  4.26616171e-04 
 4.12916019e-08  3.20164206e+00  3.30000000e+00  9.83579430e-04 
 4.13433668e-08  3.14601660e+00  3.30000000e+00  1.53983404e-03 
 4.13999310e-08  3.07054864e+00  3.30000000e+00  2.29451363e-03 
 4.14357504e-08  3.01512077e+00  3.30000000e+00  2.84879228e-03 
 4.14615921e-08  2.97548143e+00  3.30000000e+00  3.24518567e-03 
 4.14890967e-08  2.92900380e+00  3.30000000e+00  3.70996201e-03 
 4.15184423e-08  2.84479918e+00  3.30000000e+00  4.55200825e-03 
 4.15500073e-08  2.68175456e+00  3.30000000e+00  6.18245438e-03 
 4.15761307e-08  2.51170105e+00  3.30000000e+00  7.88298955e-03 
 4.16022952e-08  2.37009788e+00  3.30000000e+00  9.29902118e-03 
 4.16312379e-08  2.30487703e+00  3.30000000e+00  9.95122969e-03 
 4.16608238e-08  2.32368143e+00  3.30000000e+00  9.76318566e-03 
 4.16945534e-08  2.39392307e+00  3.30000000e+00  9.06076934e-03 
 4.17376392e-08  2.49776590e+00  3.30000000e+00  8.02234104e-03 
 4.17801111e-08  2.58981377e+00  3.30000000e+00  7.10186230e-03 
 4.18353246e-08  2.68368350e+00  3.30000000e+00  6.16316502e-03 
 4.19084585e-08  2.77355911e+00  3.30000000e+00  5.26440888e-03 
 4.19616763e-08  2.82917283e+00  3.30000000e+00  4.70827166e-03 
 4.19967800e-08  2.86211995e+00  3.30000000e+00  4.37880048e-03 
 4.20350041e-08  2.89575517e+00  3.30000000e+00  4.04244829e-03 
 4.20749507e-08  2.92919044e+00  3.30000000e+00  3.70809564e-03 
 4.21548439e-08  2.99049667e+00  3.30000000e+00  3.09503326e-03 
 4.22548439e-08  3.05564265e+00  3.30000000e+00  2.44357350e-03 
 4.23548439e-08  3.10827030e+00  3.30000000e+00  1.91729704e-03 
 4.24548439e-08  3.15002624e+00  3.30000000e+00  1.49973759e-03 
 4.25548439e-08  3.18287429e+00  3.30000000e+00  1.17125712e-03 
 4.26548439e-08  3.20859834e+00  3.30000000e+00  9.14016582e-04 
 4.27548439e-08  3.22868824e+00  3.30000000e+00  7.13117585e-04 
 4.28548439e-08  3.24435208e+00  3.30000000e+00  5.56479250e-04 
 4.29548439e-08  3.25655515e+00  3.30000000e+00  4.34448460e-04 
 4.30548439e-08  3.26606088e+00  3.30000000e+00  3.39391234e-04 
 4.31548439e-08  3.27346814e+00  3.30000000e+00  2.65318582e-04 
 4.32548439e-08  3.27924406e+00  3.30000000e+00  2.07559411e-04 
