 time            v(vr)           v(VDD)          i(r1)          
 4.33548439e-08  3.28375163e+00  3.30000000e+00  1.62483741e-04 
 4.34548439e-08  3.28727244e+00  3.30000000e+00  1.27275647e-04 
 4.35548439e-08  3.29002485e+00  3.30000000e+00  9.97515492e-05 
 4.36548439e-08  3.29217826e+00  3.30000000e+00  7.82173638e-05 
 4.37548439e-08  3.29386425e+00  3.30000000e+00  6.13574560e-05 
 4.38548439e-08  3.29518512e+00  3.30000000e+00  4.81488391e-05 
 4.39548439e-08  3.29622050e+00  3.30000000e+00  3.77950499e-05 
 4.40548439e-08  3.29703248e+00  3.30000000e+00  2.96752089e-05 
 4.41548439e-08  3.29766953e+00  3.30000000e+00  2.33047448e-05 
 4.42548439e-08  3.29816949e+00  3.30000000e+00  1.83050718e-05 
 4.43548439e-08  3.29856198e+00  3.30000000e+00  1.43801580e-05 
 4.44548439e-08  3.29887015e+00  3.30000000e+00  1.12984951e-05 
 4.45548439e-08  3.29911237e+00  3.30000000e+00  8.87626677e-06 
 4.46548439e-08  3.29930781e+00  3.30000000e+00  6.92194277e-06 
 4.47120119e-08  3.29940278e+00  3.30000000e+00  5.97215883e-06 
 4.47652566e-08  3.29947512e+00  3.30000000e+00  5.24876563e-06 
 4.48245277e-08  3.29954166e+00  3.30000000e+00  4.58344060e-06 
 4.48877305e-08  3.29960277e+00  3.30000000e+00  3.97232797e-06 
 4.49811066e-08  3.29967856e+00  3.30000000e+00  3.21435240e-06 
 4.50775569e-08  3.29973449e+00  3.30000000e+00  2.65511800e-06 
 4.51775569e-08  3.29974723e+00  3.30000000e+00  2.52772834e-06 
 4.52775569e-08  3.29971896e+00  3.30000000e+00  2.81042551e-06 
 4.53775569e-08  3.29967285e+00  3.30000000e+00  3.27154917e-06 
 4.54775569e-08  3.29962323e+00  3.30000000e+00  3.76772589e-06 
 4.55775569e-08  3.29956887e+00  3.30000000e+00  4.31125263e-06 
 4.56775569e-08  3.29949171e+00  3.30000000e+00  5.08290737e-06 
 4.57775569e-08  3.29937194e+00  3.30000000e+00  6.28063798e-06 
 4.58775569e-08  3.29959588e+00  3.30000000e+00  4.04122063e-06 
 4.59775569e-08  3.30205310e+00  3.30000000e+00 -2.05309722e-05 
 4.60775569e-08  3.30989192e+00  3.30000000e+00 -9.89192203e-05 
 4.61775569e-08  3.32727058e+00  3.30000000e+00 -2.72705772e-04 
 4.62775569e-08  3.36289276e+00  3.30000000e+00 -6.28927628e-04 
 4.63775569e-08  3.43805184e+00  3.30000000e+00 -1.38051845e-03 
 4.64536471e-08  3.51575683e+00  3.30000000e+00 -2.15756833e-03 
 4.65254323e-08  3.58481479e+00  3.30000000e+00 -2.84814792e-03 
 4.65864395e-08  3.62295419e+00  3.30000000e+00 -3.22954187e-03 
 4.66270842e-08  3.62255970e+00  3.30000000e+00 -3.22559699e-03 
 4.66537617e-08  3.61615110e+00  3.30000000e+00 -3.16151096e-03 
 4.66783245e-08  3.62085685e+00  3.30000000e+00 -3.20856850e-03 
 4.66944242e-08  3.62622157e+00  3.30000000e+00 -3.26221571e-03 
 4.67136347e-08  3.62655305e+00  3.30000000e+00 -3.26553048e-03 
 4.67330650e-08  3.61871396e+00  3.30000000e+00 -3.18713957e-03 
 4.67538524e-08  3.60363952e+00  3.30000000e+00 -3.03639520e-03 
 4.67822942e-08  3.57524030e+00  3.30000000e+00 -2.75240302e-03 
 4.68085955e-08  3.53929977e+00  3.30000000e+00 -2.39299775e-03 
 4.68346331e-08  3.49054409e+00  3.30000000e+00 -1.90544091e-03 
 4.68613888e-08  3.43936298e+00  3.30000000e+00 -1.39362976e-03 
 4.68874660e-08  3.40460141e+00  3.30000000e+00 -1.04601411e-03 
 4.69284080e-08  3.37616262e+00  3.30000000e+00 -7.61626220e-04 
 4.69595115e-08  3.37093223e+00  3.30000000e+00 -7.09322324e-04 
 4.69834821e-08  3.34572404e+00  3.30000000e+00 -4.57240395e-04 
 4.70090127e-08  3.31224201e+00  3.30000000e+00 -1.22420125e-04 
 4.70277114e-08  3.30263251e+00  3.30000000e+00 -2.63251023e-05 
 4.70464869e-08  3.30016813e+00  3.30000000e+00 -1.68127177e-06 
 4.70679425e-08  3.29982007e+00  3.30000000e+00  1.79930896e-06 
 4.70971405e-08  3.30078308e+00  3.30000000e+00 -7.83080878e-06 
 4.71261021e-08  3.30227919e+00  3.30000000e+00 -2.27919286e-05 
 4.71611965e-08  3.30320116e+00  3.30000000e+00 -3.20116452e-05 
 4.71928709e-08  3.30290230e+00  3.30000000e+00 -2.90229939e-05 
 4.72251954e-08  3.30204945e+00  3.30000000e+00 -2.04944856e-05 
 4.72450961e-08  3.30065816e+00  3.30000000e+00 -6.58163963e-06 
 4.72659949e-08  3.29968178e+00  3.30000000e+00  3.18215002e-06 
 4.72833985e-08  3.30049158e+00  3.30000000e+00 -4.91577343e-06 
 4.73010441e-08  3.30101488e+00  3.30000000e+00 -1.01488373e-05 
 4.73181190e-08  3.30135048e+00  3.30000000e+00 -1.35047761e-05 
 4.73522689e-08  3.30133405e+00  3.30000000e+00 -1.33404805e-05 
 4.74093827e-08  3.30087825e+00  3.30000000e+00 -8.78254080e-06 
 4.74639245e-08  3.30049331e+00  3.30000000e+00 -4.93305243e-06 
 4.75124837e-08  3.30028050e+00  3.30000000e+00 -2.80496019e-06 
 4.75568981e-08  3.30016994e+00  3.30000000e+00 -1.69940317e-06 
 4.76004563e-08  3.30010762e+00  3.30000000e+00 -1.07621318e-06 
 4.76471954e-08  3.30006793e+00  3.30000000e+00 -6.79287117e-07 
 4.76916881e-08  3.30004491e+00  3.30000000e+00 -4.49129622e-07 
 4.77396454e-08  3.30002934e+00  3.30000000e+00 -2.93387212e-07 
 4.77983072e-08  3.30001779e+00  3.30000000e+00 -1.77904645e-07 
 4.78684907e-08  3.30001009e+00  3.30000000e+00 -1.00914616e-07 
 4.79593546e-08  3.30000510e+00  3.30000000e+00 -5.09713522e-08 
 4.80593546e-08  3.30000264e+00  3.30000000e+00 -2.63680649e-08 
 4.81593546e-08  3.30000155e+00  3.30000000e+00 -1.54504823e-08 
 4.82593546e-08  3.30000100e+00  3.30000000e+00 -9.97302876e-09 
 4.83593546e-08  3.30000067e+00  3.30000000e+00 -6.70991142e-09 
 4.84593546e-08  3.30000045e+00  3.30000000e+00 -4.52327541e-09 
 4.85593546e-08  3.30000030e+00  3.30000000e+00 -3.00407022e-09 
 4.86593546e-08  3.30000020e+00  3.30000000e+00 -1.96002411e-09 
 4.87593546e-08  3.30000013e+00  3.30000000e+00 -1.26091630e-09 
 4.88593546e-08  3.30000008e+00  3.30000000e+00 -8.04737943e-10 
 4.89593546e-08  3.30000005e+00  3.30000000e+00 -5.13268567e-10 
 4.90593546e-08  3.30000003e+00  3.30000000e+00 -3.30664190e-10 
 4.91593546e-08  3.30000002e+00  3.30000000e+00 -2.18684584e-10 
 4.92593546e-08  3.30000001e+00  3.30000000e+00 -1.26192751e-10 
 4.93593546e-08  3.29999995e+00  3.30000000e+00  5.05048288e-10 
 4.94593546e-08  3.29999925e+00  3.30000000e+00  7.45746360e-09 
 4.95593546e-08  3.29999683e+00  3.30000000e+00  3.17050151e-08 
 4.96299168e-08  3.29999776e+00  3.30000000e+00  2.24284473e-08 
 4.96729289e-08  3.29999894e+00  3.30000000e+00  1.05849037e-08 
 4.97272621e-08  3.30000250e+00  3.30000000e+00 -2.49989368e-08 
 4.97871826e-08  3.30001022e+00  3.30000000e+00 -1.02174192e-07 
 4.98634185e-08  3.30001772e+00  3.30000000e+00 -1.77164955e-07 
 4.99317093e-08  3.30002508e+00  3.30000000e+00 -2.50769613e-07 
 5.00000000e-08  3.30003073e+00  3.30000000e+00 -3.07314009e-07 
