 time            i(i0)           i(v1)           vr1             vr2            
 1.35069546e-09  3.30000000e-04  1.56587949e-06  2.55000000e+00  3.05000000e+00 
 1.38200426e-09  3.30000000e-04 -6.47506587e-06  2.55000000e+00  3.05000000e+00 
 1.41407190e-09  3.30000000e-04 -4.37370248e-06  2.55000000e+00  3.05000000e+00 
 1.47820719e-09  3.30000000e-04 -1.82508104e-06  2.55000000e+00  3.05000000e+00 
 1.57122881e-09  3.30000000e-04 -1.10311863e-06  2.55000000e+00  3.05000000e+00 
 1.67122881e-09  3.30000000e-04 -9.85474354e-07  2.55000000e+00  3.05000000e+00 
 1.73250726e-09  3.30000000e-04 -1.19983635e-06  2.55000000e+00  3.05000000e+00 
 1.78291368e-09  3.30000000e-04 -2.39530508e-06  2.55000000e+00  3.05000000e+00 
 1.83266614e-09  3.30000000e-04 -3.42788609e-06  2.55000000e+00  3.05000000e+00 
 1.87485053e-09  3.30000000e-04 -1.79196795e-06  2.55000000e+00  3.05000000e+00 
 1.91880769e-09  3.30000000e-04 -4.04300302e-07  2.55000000e+00  3.05000000e+00 
 1.96474153e-09  3.30000000e-04  9.71551113e-07  2.55000000e+00  3.05000000e+00 
 2.00140150e-09  3.30000000e-04  1.99615158e-06  2.55000000e+00  3.05000000e+00 
 2.03257784e-09  3.30000000e-04  3.12899252e-06  2.55000000e+00  3.05000000e+00 
 2.06507177e-09  3.30000000e-04  3.35312358e-06  2.55000000e+00  3.05000000e+00 
 2.09423138e-09  3.30000000e-04  1.57137055e-06  2.55000000e+00  3.05000000e+00 
 2.11769865e-09  3.30000000e-04 -7.95955944e-07  2.55000000e+00  3.05000000e+00 
 2.14575619e-09  3.30000000e-04 -8.18180925e-07  2.55000000e+00  3.05000000e+00 
 2.17238288e-09  3.30000000e-04  5.89167389e-07  2.55000000e+00  3.05000000e+00 
 2.20321942e-09  3.30000000e-04  1.61707171e-06  2.55000000e+00  3.05000000e+00 
 2.23927972e-09  3.30000000e-04  1.66060602e-06  2.55000000e+00  3.05000000e+00 
 2.29226695e-09  3.30000000e-04  9.88229679e-07  2.55000000e+00  3.05000000e+00 
 2.36377769e-09  3.30000000e-04  1.47218762e-07  2.55000000e+00  3.05000000e+00 
 2.44377643e-09  3.30000000e-04 -5.10615756e-07  2.55000000e+00  3.05000000e+00 
 2.53320149e-09  3.30000000e-04 -7.49303629e-07  2.55000000e+00  3.05000000e+00 
 2.63320149e-09  3.30000000e-04 -5.87788903e-07  2.55000000e+00  3.05000000e+00 
 2.73320149e-09  3.30000000e-04 -3.36735027e-07  2.55000000e+00  3.05000000e+00 
 2.83320149e-09  3.30000000e-04 -1.60269668e-07  2.55000000e+00  3.05000000e+00 
 2.93320149e-09  3.30000000e-04 -6.96508980e-08  2.55000000e+00  3.05000000e+00 
 3.03320149e-09  3.30000000e-04 -3.05125038e-08  2.55000000e+00  3.05000000e+00 
 3.13320149e-09  3.30000000e-04 -1.47388786e-08  2.55000000e+00  3.05000000e+00 
 3.23320149e-09  3.30000000e-04 -8.09879061e-09  2.55000000e+00  3.05000000e+00 
 3.33320149e-09  3.30000000e-04 -4.88476458e-09  2.55000000e+00  3.05000000e+00 
 3.43320149e-09  3.30000000e-04 -3.07720441e-09  2.55000000e+00  3.05000000e+00 
 3.53320149e-09  3.30000000e-04 -1.96773309e-09  2.55000000e+00  3.05000000e+00 
 3.63320149e-09  3.30000000e-04 -1.26593357e-09  2.55000000e+00  3.05000000e+00 
 3.73320149e-09  3.30000000e-04 -8.19129583e-10  2.55000000e+00  3.05000000e+00 
 3.83320149e-09  3.30000000e-04 -5.33518585e-10  2.55000000e+00  3.05000000e+00 
 3.93320149e-09  3.30000000e-04 -3.49429385e-10  2.55000000e+00  3.05000000e+00 
 4.03320149e-09  3.30000000e-04 -2.29468907e-10  2.55000000e+00  3.05000000e+00 
 4.13320149e-09  3.30000000e-04 -1.50672566e-10  2.55000000e+00  3.05000000e+00 
 4.23320149e-09  3.30000000e-04 -9.87959499e-11  2.55000000e+00  3.05000000e+00 
 4.33320149e-09  3.30000000e-04 -6.46737037e-11  2.55000000e+00  3.05000000e+00 
 4.43320149e-09  3.30000000e-04 -4.22717755e-11  2.55000000e+00  3.05000000e+00 
 4.53320149e-09  3.30000000e-04 -2.76062569e-11  2.55000000e+00  3.05000000e+00 
 4.63320149e-09  3.30000000e-04 -1.80509557e-11  2.55000000e+00  3.05000000e+00 
 4.73320149e-09  3.30000000e-04 -1.18817545e-11  2.55000000e+00  3.05000000e+00 
 4.83320149e-09  3.30000000e-04 -7.98978462e-12  2.55000000e+00  3.05000000e+00 
 4.93320149e-09  3.30000000e-04 -5.72295271e-12  2.55000000e+00  3.05000000e+00 
 5.03320149e-09  3.30000000e-04 -4.88241283e-12  2.55000000e+00  3.05000000e+00 
 5.13320149e-09  3.30000000e-04 -6.13681024e-12  2.55000000e+00  3.05000000e+00 
 5.23320149e-09  3.30000000e-04 -1.37043005e-11  2.55000000e+00  3.05000000e+00 
 5.33320149e-09  3.30000000e-04 -5.23570675e-11  2.55000000e+00  3.05000000e+00 
 5.43320149e-09  3.30000000e-04  1.63496687e-10  2.55000000e+00  3.05000000e+00 
 5.53320149e-09  3.30000000e-04  7.54394405e-09  2.55000000e+00  3.05000000e+00 
